"COUNT","Crash ID","Driver Role","Driver Causes","Driver Cse Cats"
1,201105484,2,"382 - Misjudged speed etc of vehicle coming from another dirn with right of way",Misjudged speed
1,201105495,1,"331 - Failed to notice car slowing",Inattentive: Failed to Notice
1,201105495,1,"353 - Attention diverted by other traffic",Attention Diverted By:
1,201105500,1,"131 - Lost control when turning",Lost Control
1,201105517,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201105517,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201105521,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201105521,1,"111 - Too fast entering corner",Too fast for Conditions
1,201105521,1,"131 - Lost control when turning",Lost Control
1,201105537,1,"341 - Obstruction on roadway",Inattentive: Failed to Notice
1,201105793,2,"159 - Cut in after overtaking",Overtaking
1,201105793,2,"381 - Misjudged speed, etc of vehicle coming from behind or alongside",Misjudged speed
1,201105813,1,"181 - Following too closely",In Line of Traffic
1,201105874,2,"382 - Misjudged speed etc of vehicle coming from another dirn with right of way",Misjudged speed
1,201105954,1,"111 - Too fast entering corner",Too fast for Conditions
1,201105954,1,"131 - Lost control when turning",Lost Control
1,201106033,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,201106062,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201106062,1,"129 - Too far left/right",Failed to Keep Left
1,201106078,2,"308 - Failed to give way at driveway",Failed to Give Way
1,201106078,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201106094,1,"101 - Alcohol suspected",Alcohol or Drugs
1,201106094,1,"129 - Too far left/right",Failed to Keep Left
1,201106096,1,"209 - In bus/transit lane",Wrong Lane/Turned From Wrong Position
1,201106096,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201106096,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,201200002,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,201200002,1,"112 - Too fast on straight",Too fast for Conditions
1,201200002,1,"359 - Attention diverted by cell phone",Attention Diverted By:
1,201200002,1,"431 - Showing off racing",Showing Off
1,201200002,2,"112 - Too fast on straight",Too fast for Conditions
1,201200002,2,"322 - Did not stop at steady red light",Did not Stop
1,201200002,2,"431 - Showing off racing",Showing Off
1,201200024,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201200024,1,"108 - Drugs suspected",Alcohol or Drugs
1,201200024,1,"112 - Too fast on straight",Too fast for Conditions
1,201200024,1,"130 - Lost control",Lost Control
1,201200024,1,"431 - Showing off racing",Showing Off
1,201200024,2,"104 - Alcohol test result unknown",Alcohol or Drugs
1,201200024,2,"108 - Drugs suspected",Alcohol or Drugs
1,201200024,2,"431 - Showing off racing",Showing Off
1,201200032,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201200032,1,"130 - Lost control",Lost Control
1,201200032,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201200066,1,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,201200076,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201200076,1,"111 - Too fast entering corner",Too fast for Conditions
1,201200076,1,"131 - Lost control when turning",Lost Control
1,201200080,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201200080,1,"112 - Too fast on straight",Too fast for Conditions
1,201200080,1,"321 - Did not stop at stop sign",Did not Stop
1,201201419,1,"501 - Illness with no warning (eg heart attack)",Illness and Disability
1,201201484,2,"325 - Did not stop at steady amber arrow",Did not Stop
1,201201551,1,"111 - Too fast entering corner",Too fast for Conditions
1,201201551,1,"131 - Lost control when turning",Lost Control
1,201201615,1,"104 - Alcohol test result unknown",Alcohol or Drugs
1,201201615,1,"111 - Too fast entering corner",Too fast for Conditions
1,201201615,1,"131 - Lost control when turning",Lost Control
1,201201697,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201201697,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201201786,2,"302 - Failed to give way at give way sign",Failed to Give Way
1,201201786,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201201832,1,"111 - Too fast entering corner",Too fast for Conditions
1,201201832,1,"131 - Lost control when turning",Lost Control
1,201201835,1,"111 - Too fast entering corner",Too fast for Conditions
1,201201835,1,"131 - Lost control when turning",Lost Control
1,201201835,1,"514 - Evading enforcement",Intentional or Criminal
1,201201842,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,201201845,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201201845,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201201851,1,"112 - Too fast on straight",Too fast for Conditions
1,201201881,1,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,201202088,1,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,201202119,1,"501 - Illness with no warning (eg heart attack)",Illness and Disability
1,201202316,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201202316,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201202324,2,"324 - Did not stop at steady amber light",Did not Stop
1,201202325,1,"112 - Too fast on straight",Too fast for Conditions
1,201202360,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,201202360,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201202582,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201202582,1,"111 - Too fast entering corner",Too fast for Conditions
1,201202605,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201202605,1,"130 - Lost control",Lost Control
1,201202605,1,"433 - Showing off wheelspins/wheelies/doughnuts/drifting etc",Showing Off
1,201202627,2,"102 - Alcohol test below limit",Alcohol or Drugs
1,201202627,2,"308 - Failed to give way at driveway",Failed to Give Way
1,201202627,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201202649,1,"131 - Lost control when turning",Lost Control
1,201202867,2,"308 - Failed to give way at driveway",Failed to Give Way
1,201202867,2,"382 - Misjudged speed etc of vehicle coming from another dirn with right of way",Misjudged speed
1,201202931,1,"137 - Lost control avoiding another vehicle",Lost Control
1,201202931,1,"197 - Suddenly swerved to avoid vehicle",Sudden Action
1,201202931,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,201202931,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201202979,1,"302 - Failed to give way at give way sign",Failed to Give Way
1,201202979,1,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201203092,2,"302 - Failed to give way at give way sign",Failed to Give Way
1,201203157,2,"315 - Failed to give way when turning right, to opposing left turning traffic",Failed to Give Way
1,201203157,2,"330 - Inattentive",Inattentive: Failed to Notice
1,201203158,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201203158,2,"330 - Inattentive",Inattentive: Failed to Notice
1,201203202,2,"373 - Didnt see/look behind when pulling out from parked position",Did Not See or Look for Another Party Until Too Late
1,201203254,1,"341 - Obstruction on roadway",Inattentive: Failed to Notice
1,201203257,1,"131 - Lost control when turning",Lost Control
1,201203257,1,"412 - Fatigue due to lack of sleep",Fatigue (Drowsy
1,201203339,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201203339,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,201203339,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201203488,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201203488,1,"112 - Too fast on straight",Too fast for Conditions
1,201203488,1,"322 - Did not stop at steady red light",Did not Stop
1,201203488,1,"402 - New driver showed inexperience",Inexperience
1,201203615,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201203615,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201203639,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201203639,1,"181 - Following too closely",In Line of Traffic
1,201203825,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201203825,2,"308 - Failed to give way at driveway",Failed to Give Way
1,201203828,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201203828,1,"131 - Lost control when turning",Lost Control
1,201203828,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201203855,2,"308 - Failed to give way at driveway",Failed to Give Way
1,201203855,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201204069,2,"202 - When turning or u turning contrary to a sign",Forbidden Movements
1,201204069,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201204135,2,"302 - Failed to give way at give way sign",Failed to Give Way
1,201204135,2,"382 - Misjudged speed etc of vehicle coming from another dirn with right of way",Misjudged speed
1,201204152,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201204152,1,"131 - Lost control when turning",Lost Control
1,201204165,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201204165,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,201204231,2,"374 - Didnt see/look behind when opening door or leaving vehicle",Did Not See or Look for Another Party Until Too Late
1,201204248,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201204264,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201204264,1,"129 - Too far left/right",Failed to Keep Left
1,201204275,1,"101 - Alcohol suspected",Alcohol or Drugs
1,201204275,1,"111 - Too fast entering corner",Too fast for Conditions
1,201204275,1,"131 - Lost control when turning",Lost Control
1,201204341,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201204341,1,"201 - Wrong way in one way street",Forbidden Movements
1,201204341,2,"197 - Suddenly swerved to avoid vehicle",Sudden Action
1,201204502,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201204502,1,"111 - Too fast entering corner",Too fast for Conditions
1,201204502,1,"131 - Lost control when turning",Lost Control
1,201204504,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201204504,1,"129 - Too far left/right",Failed to Keep Left
1,201204589,1,"341 - Obstruction on roadway",Inattentive: Failed to Notice
1,201204591,1,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,201204723,1,"101 - Alcohol suspected",Alcohol or Drugs
1,201204723,1,"111 - Too fast entering corner",Too fast for Conditions
1,201204723,1,"131 - Lost control when turning",Lost Control
1,201204747,2,"321 - Did not stop at stop sign",Did not Stop
1,201204747,2,"350 - Attention diverted",Attention Diverted By:
1,201204753,1,"301 - Failed to give way at stop sign",Failed to Give Way
1,201204753,1,"514 - Evading enforcement",Intentional or Criminal
1,201204773,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201204773,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,201204989,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,201204989,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201205038,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201205038,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201205076,1,"111 - Too fast entering corner",Too fast for Conditions
1,201205076,1,"131 - Lost control when turning",Lost Control
1,201205110,1,"112 - Too fast on straight",Too fast for Conditions
1,201205110,1,"129 - Too far left/right",Failed to Keep Left
1,201205110,1,"370 - Did not see or look for other party until too late",Did Not See or Look for Another Party Until Too Late
1,201205131,1,"132 - Lost control under heavy braking",Lost Control
1,201205131,1,"403 - Driving unfamiliar vehicle",Inexperience
1,201205189,1,"350 - Attention diverted",Attention Diverted By:
1,201205189,1,"376 - Didnt see/look when required to give way to ped",Did Not See or Look for Another Party Until Too Late
1,201205336,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201205336,1,"131 - Lost control when turning",Lost Control
1,201205337,2,"308 - Failed to give way at driveway",Failed to Give Way
1,201205337,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,201205338,1,"322 - Did not stop at steady red light",Did not Stop
1,201205383,1,"129 - Too far left/right",Failed to Keep Left
1,201205383,1,"501 - Illness with no warning (eg heart attack)",Illness and Disability
1,201205498,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201205498,1,"129 - Too far left/right",Failed to Keep Left
1,201205498,1,"359 - Attention diverted by cell phone",Attention Diverted By:
1,201205510,1,"181 - Following too closely",In Line of Traffic
1,201205511,1,"131 - Lost control when turning",Lost Control
1,201205535,1,"504 - Medical illness (not sudden eg flu)",Illness and Disability
1,201206031,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201206031,1,"129 - Too far left/right",Failed to Keep Left
1,201206037,1,"376 - Didnt see/look when required to give way to ped",Did Not See or Look for Another Party Until Too Late
1,201206044,1,"137 - Lost control avoiding another vehicle",Lost Control
1,201206044,1,"181 - Following too closely",In Line of Traffic
1,201206044,2,"191 - Suddenly braked",Sudden Action
1,201206044,2,"507 - Impared ability due to old age",Illness and Disability
1,201206074,1,"330 - Inattentive",Inattentive: Failed to Notice
1,201206083,1,"181 - Following too closely",In Line of Traffic
1,201206087,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,201206087,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2800007,1,"302 - Failed to give way at give way sign",Failed to Give Way
1,2800007,1,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2800007,2,"112 - Too fast on straight",Too fast for Conditions
1,2800015,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,2800015,1,"159 - Cut in after overtaking",Overtaking
1,2800015,1,"381 - Misjudged speed, etc of vehicle coming from behind or alongside",Misjudged speed
1,2800023,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2800023,1,"112 - Too fast on straight",Too fast for Conditions
1,2800023,1,"130 - Lost control",Lost Control
1,2800023,1,"402 - New driver showed inexperience",Inexperience
1,2800135,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2800135,1,"112 - Too fast on straight",Too fast for Conditions
1,2800135,1,"130 - Lost control",Lost Control
1,2800143,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2800143,1,"112 - Too fast on straight",Too fast for Conditions
1,2800143,1,"403 - Driving unfamiliar vehicle",Inexperience
1,2800147,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2800147,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2800147,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2801070,2,"308 - Failed to give way at driveway",Failed to Give Way
1,2801070,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2801096,1,"322 - Did not stop at steady red light",Did not Stop
1,2801096,1,"358 - Attention diverted by cigarette etc",Attention Diverted By:
1,2801216,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2801216,2,"354 - Attention diverted by animal or insect in vehicle",Attention Diverted By:
1,2801310,2,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2801310,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2801311,1,"159 - Cut in after overtaking",Overtaking
1,2801311,1,"381 - Misjudged speed, etc of vehicle coming from behind or alongside",Misjudged speed
1,2801315,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2801315,1,"131 - Lost control when turning",Lost Control
1,2801335,1,"376 - Didnt see/look when required to give way to ped",Did Not See or Look for Another Party Until Too Late
1,2801337,1,"111 - Too fast entering corner",Too fast for Conditions
1,2801337,1,"131 - Lost control when turning",Lost Control
1,2801339,2,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2801339,2,"308 - Failed to give way at driveway",Failed to Give Way
1,2801339,2,"370 - Did not see or look for other party until too late",Did Not See or Look for Another Party Until Too Late
1,2801641,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2801726,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2801726,2,"351 - Attention diverted by passengers",Attention Diverted By:
1,2801726,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2801730,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2801730,1,"111 - Too fast entering corner",Too fast for Conditions
1,2801771,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2801779,1,"125 - Failed to keep left on straight",Failed to Keep Left
1,2801895,2,"322 - Did not stop at steady red light",Did not Stop
1,2802035,1,"181 - Following too closely",In Line of Traffic
1,2802035,1,"385 - Misjudged size or position of fixed object or obstacle",Misjudged speed
1,2802117,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2802128,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2802128,1,"111 - Too fast entering corner",Too fast for Conditions
1,2802130,1,"101 - Alcohol suspected",Alcohol or Drugs
1,2802130,1,"331 - Failed to notice car slowing",Inattentive: Failed to Notice
1,2802138,1,"306 - Failed to give way to ped on a xing",Failed to Give Way
1,2802138,1,"376 - Didnt see/look when required to give way to ped",Did Not See or Look for Another Party Until Too Late
1,2802279,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,2802279,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2802279,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,2802417,2,"321 - Did not stop at stop sign",Did not Stop
1,2802417,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2802437,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2802448,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2802448,1,"153 - Failed to notice oncoming traffic",Overtaking
1,2802636,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2802664,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,2802664,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,2802664,2,"402 - New driver showed inexperience",Inexperience
1,2802740,1,"197 - Suddenly swerved to avoid vehicle",Sudden Action
1,2802740,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2802740,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2802932,1,"111 - Too fast entering corner",Too fast for Conditions
1,2802932,1,"131 - Lost control when turning",Lost Control
1,2802996,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2802996,1,"130 - Lost control",Lost Control
1,2803085,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2803086,1,"111 - Too fast entering corner",Too fast for Conditions
1,2803086,1,"131 - Lost control when turning",Lost Control
1,2803086,1,"402 - New driver showed inexperience",Inexperience
1,2803090,1,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2803224,2,"308 - Failed to give way at driveway",Failed to Give Way
1,2803224,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2803225,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,2803225,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2803406,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2803439,1,"306 - Failed to give way to ped on a xing",Failed to Give Way
1,2803439,1,"376 - Didnt see/look when required to give way to ped",Did Not See or Look for Another Party Until Too Late
1,2803470,1,"331 - Failed to notice car slowing",Inattentive: Failed to Notice
1,2803470,1,"358 - Attention diverted by cigarette etc",Attention Diverted By:
1,2803480,2,"520 - Driver/Passenger boarding, leaving, in vehicle",Driver / Passenger
1,2803656,2,"110 - Too fast for conditions",Too fast for Conditions
1,2803656,2,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,2803659,1,"363 - Attention diverted by driver dazzled by sun/lights",Attention Diverted By:
1,2803659,1,"376 - Didnt see/look when required to give way to ped",Did Not See or Look for Another Party Until Too Late
1,2803736,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2803736,1,"121 - Swung wide on bend",Failed to Keep Left
1,2803736,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,2803916,1,"306 - Failed to give way to ped on a xing",Failed to Give Way
1,2803932,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2803963,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2803963,1,"112 - Too fast on straight",Too fast for Conditions
1,2804026,1,"359 - Attention diverted by cell phone",Attention Diverted By:
1,2804030,1,"376 - Didnt see/look when required to give way to ped",Did Not See or Look for Another Party Until Too Late
1,2804078,1,"129 - Too far left/right",Failed to Keep Left
1,2804078,1,"501 - Illness with no warning (eg heart attack)",Illness and Disability
1,2804097,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2804097,1,"120 - Failed to keep left",Failed to Keep Left
1,2804200,2,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2804200,2,"322 - Did not stop at steady red light",Did not Stop
1,2804207,2,"323 - Did not stop at steady red arrow",Did not Stop
1,2804207,2,"353 - Attention diverted by other traffic",Attention Diverted By:
1,2804217,1,"110 - Too fast for conditions",Too fast for Conditions
1,2804217,1,"306 - Failed to give way to ped on a xing",Failed to Give Way
1,2804217,1,"330 - Inattentive",Inattentive: Failed to Notice
1,2804234,1,"193 - Suddenly turned right",Sudden Action
1,2804234,1,"330 - Inattentive",Inattentive: Failed to Notice
1,2804247,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,2804247,1,"130 - Lost control",Lost Control
1,2804247,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,2804248,1,"135 - Lost control due to road conditions",Lost Control
1,2804248,1,"330 - Inattentive",Inattentive: Failed to Notice
1,2804248,1,"400 - Inexperience",Inexperience
1,2804256,1,"122 - Swung wide at intersection",Failed to Keep Left
1,2804256,1,"340 - Failed to notice lane use arrows / markings",Inattentive: Failed to Notice
1,2804268,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2804268,1,"131 - Lost control when turning",Lost Control
1,2804274,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2804274,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2804426,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,2804443,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2804443,1,"129 - Too far left/right",Failed to Keep Left
1,2804447,1,"363 - Attention diverted by driver dazzled by sun/lights",Attention Diverted By:
1,2804447,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,2804452,1,"501 - Illness with no warning (eg heart attack)",Illness and Disability
1,2804487,1,"193 - Suddenly turned right",Sudden Action
1,2804487,1,"341 - Obstruction on roadway",Inattentive: Failed to Notice
1,2804488,1,"111 - Too fast entering corner",Too fast for Conditions
1,2804488,1,"131 - Lost control when turning",Lost Control
1,2804648,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2804648,1,"111 - Too fast entering corner",Too fast for Conditions
1,2804648,1,"131 - Lost control when turning",Lost Control
1,2804800,2,"302 - Failed to give way at give way sign",Failed to Give Way
1,2804800,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2804829,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2804829,2,"387 - Misjudged intentions of other party",Misjudged speed
1,2804984,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2804984,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2804985,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2804985,1,"112 - Too fast on straight",Too fast for Conditions
1,2804985,1,"151 - Overtaking line of traffic or queue",Overtaking
1,2804985,1,"198 - Suddenly swerved to avoid object or for unknown reason",Sudden Action
1,2805021,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2805181,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2805181,2,"314 - Failed to give way when waved through by other driver",Failed to Give Way
1,2805181,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,2805375,2,"202 - When turning or u turning contrary to a sign",Forbidden Movements
1,2805375,2,"312 - Failed to give way entering roadway not from driveway or intersection",Failed to Give Way
1,2805390,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2805452,1,"181 - Following too closely",In Line of Traffic
1,2805452,1,"402 - New driver showed inexperience",Inexperience
1,2805515,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2805515,1,"130 - Lost control",Lost Control
1,2805626,1,"129 - Too far left/right",Failed to Keep Left
1,2805626,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,2805673,1,"306 - Failed to give way to ped on a xing",Failed to Give Way
1,2805702,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2805702,1,"433 - Showing off wheelspins/wheelies/doughnuts/drifting etc",Showing Off
1,2805704,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2805704,1,"111 - Too fast entering corner",Too fast for Conditions
1,2805704,1,"514 - Evading enforcement",Intentional or Criminal
1,2805709,1,"111 - Too fast entering corner",Too fast for Conditions
1,2805709,1,"131 - Lost control when turning",Lost Control
1,2805712,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2805712,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,2805790,1,"501 - Illness with no warning (eg heart attack)",Illness and Disability
1,2805796,1,"414 - Fatigue due to working long hours before driving",Fatigue (Drowsy
1,2805883,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2805883,1,"302 - Failed to give way at give way sign",Failed to Give Way
1,2805914,1,"132 - Lost control under heavy braking",Lost Control
1,2805914,1,"137 - Lost control avoiding another vehicle",Lost Control
1,2806097,1,"101 - Alcohol suspected",Alcohol or Drugs
1,2806097,1,"112 - Too fast on straight",Too fast for Conditions
1,2806098,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2806098,1,"131 - Lost control when turning",Lost Control
1,2806121,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2806234,2,"174 - Turned right from left side of road",Wrong Lane/Turned From Wrong Position
1,2806234,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2806234,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2806248,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2806248,1,"110 - Too fast for conditions",Too fast for Conditions
1,2806266,1,"181 - Following too closely",In Line of Traffic
