"COUNT","Crash ID","Driver Sex","Driver Age","Driver Injury","Driver Role","Driver at Fault","Driver License Type","Driver Overseas Type","Driver Ethnicity"
1,201022299,Male, 20,Minor,3,">1 party, dvr part fault",Unknown,,European
1,201022299,Male, 26,Serious,1,">1 party, dvr prime fault",Full,,European
1,201022299,Male, 31,Serious,2,">1 party, no dvr fault",Full,,European
1,201022301,Female, 42,Minor,1,"1 veh, dvr at fault",Full,,European
1,201022305,Male, 33,Serious,1,"1 veh, dvr at fault",Learner,,European
1,201022309,Female, 54,Not injured,2,">1 party, dvr part fault",Full,,Unknown
1,201022310,Female, 48,Serious,1,">1 party, no dvr fault",Full,,Unknown
1,201022310,Male, 18,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201022318,Male,,Not injured,1,">1 party, no dvr fault",Full,,Unknown
1,201022322,Male, 49,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022325,Male, 73,Serious,1,"1 veh, dvr at fault",Full,,Unknown
1,201022327,Female, 17,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201022327,Female, 24,Minor,2,">1 party, no dvr fault",Full,,European
1,201022328,Male, 18,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022333,Female, 23,Serious,2,">1 party, dvr prime fault",Full,,European
1,201022333,Male, 19,Minor,1,">1 party, no dvr fault",Full,,European
1,201022343,Female, 76,Minor,2,">1 party, dvr prime fault",Full,,European
1,201022343,Male, 49,Serious,1,">1 party, no dvr fault",Full,,Asian
1,201022344,Male, 51,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022351,Male, 23,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022366,Male, 22,Serious,1,">1 party, dvr prime fault",Full,,European
1,201022367,Male, 22,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022390,Female, 25,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022391,Male, 66,Serious,1,">1 party, dvr prime fault",Full,,European
1,201022391,Male,,Not injured,2,">1 party, no dvr fault",Unknown,,Unknown
1,201022394,Male, 48,Not injured,1,">1 party, no dvr fault",Full,,European
1,201022395,Male, 43,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022422,Male, 30,Not injured,2,">1 party, dvr prime fault",Full,,Samoan
1,201022422,Male, 34,Serious,1,">1 party, no dvr fault",Full,,European
1,201022426,Female, 52,Serious,2,">1 party, dvr prime fault",Full,,European
1,201022426,Male, 81,Serious,1,">1 party, no dvr fault",Full,,European
1,201022428,Female, 17,Not injured,2,">1 party, no dvr fault",Restricted,,European
1,201022428,Male, 20,Serious,1,">1 party, dvr prime fault",Learner,,European
1,201022429,Male, 21,Not injured,1,"1 veh, dvr at fault",Full,,Asian
1,201022431,Male, 36,Not injured,1,">1 party, no dvr fault",Full,,European
1,201022440,Female, 22,Not injured,1,"1 veh, dvr at fault",Restricted,,European
1,201022443,Male, 18,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022445,Male, 29,Minor,1,"1 veh, dvr at fault",Overseas,Visitor,European
1,201022456,Female, 18,Minor,1,">1 party, no dvr fault",Full,,European
1,201022456,Male, 41,Minor,2,">1 party, dvr prime fault",Full,,European
1,201022459,Female, 20,Minor,2,">1 party, dvr prime fault",Learner,,Samoan
1,201022459,Male, 49,Serious,1,">1 party, no dvr fault",Full,,European
1,201022470,Male, 17,Minor,1,"1 veh, dvr at fault",Full,,European
1,201022471,Male, 23,Serious,1,">1 party, dvr prime fault",Restricted,,European
1,201022479,Female, 42,Not injured,2,">1 party, no dvr fault",Full,,European
1,201022479,Male, 23,Serious,1,">1 party, dvr prime fault",Full,,European
1,201022484,Male, 26,Not injured,1,"1 veh, dvr at fault",Full,,European
1,201022493,Male, 17,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022505,Female, 26,Minor,2,">1 party, no dvr fault",Full,,European
1,201022505,Male, 39,Serious,1,">1 party, dvr prime fault",Learner,,European
1,201022506,Female, 20,Not injured,2,">1 party, dvr part fault",Restricted,,European
1,201022507,Male, 21,Serious,1,"1 veh, dvr at fault",Restricted,,European
1,201022508,Male, 40,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201022524,Female, 33,Serious,1,">1 party, dvr prime fault",Full,,NZ Maori
1,201022524,Female, 53,Not injured,3,">1 party, no dvr fault",Restricted,,European
1,201022524,Female, 59,Serious,2,">1 party, no dvr fault",Full,,European
1,201022526,Male, 58,Not injured,1,">1 party, no dvr fault",Full,,European
1,201022529,Male, 22,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022535,Female, 19,Serious,1,"1 veh, dvr at fault",Restricted,,European
1,201022538,Male, 24,Serious,1,">1 party, dvr prime fault",Full,,European
1,201022545,Male, 58,Minor,1,">1 party, dvr prime fault",Full,,European
1,201022547,Male, 53,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022550,Male, 17,Not injured,1,"1 veh, dvr at fault",Restricted,,European
1,201022563,Male, 19,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022564,Female, 58,Serious,2,">1 party, dvr prime fault",Full,,European
1,201022564,Male, 72,Not injured,1,">1 party, no dvr fault",Full,,European
1,201022569,Female, 31,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201022569,Male, 40,Serious,1,">1 party, dvr part fault",Forbidden,,European
1,201022571,Male, 54,Serious,1,">1 party, dvr prime fault",Full,,Unknown
1,201022571,Male, 57,Minor,2,">1 party, no dvr fault",Full,,European
1,201022581,Male, 21,Serious,1,"1 veh, dvr at fault",Restricted,,European
1,201022585,Male, 62,Not injured,1,"1 veh, dvr at fault",Full,,Other Pacific Islander
1,201022588,Female, 29,Minor,1,"1 veh, dvr at fault",Full,,European
1,201022589,Male, 20,Serious,1,"1 veh, dvr at fault",Restricted,,European
1,201022608,Female, 56,Serious,1,">1 party, dvr prime fault",Full,,European
1,201022613,Male, 51,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022614,Female, 61,Serious,1,">1 party, no dvr fault",Full,,European
1,201022614,Male, 16,Not injured,2,">1 party, dvr prime fault",Learner,,European
1,201022621,Female, 20,Serious,1,">1 party, no dvr fault",Full,,European
1,201022621,Male, 22,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201022630,Female, 35,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201022630,Male, 58,Serious,1,">1 party, no dvr fault",Full,,European
1,201022632,Male, 25,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201022637,Male, 53,Serious,3,">1 party, no dvr fault",Full,,European
1,201022637,Male, 55,Not injured,2,">1 party, no dvr fault",Full,,European
1,201022637,Male, 68,Minor,1,">1 party, dvr prime fault",Full,,European
1,201022642,Female, 25,Serious,1,"1 veh, dvr at fault",Forbidden,,European
1,201022649,Female, 33,Not injured,1,">1 party, no dvr fault",Full,,European
1,201022649,Female, 75,Serious,2,">1 party, dvr prime fault",Full,,European
1,201022653,Female, 82,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201022659,Male, 21,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022662,Male, 49,Minor,1,">1 party, dvr part fault",Full,,European
1,201022662,Male, 51,Serious,2,">1 party, dvr prime fault",Full,,European
1,201022670,Female, 53,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022675,Male, 46,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022681,Female, 19,Not injured,1,">1 party, no dvr fault",Full,,European
1,201022687,Male,,Not injured,1,">1 party, no dvr fault",Learner,,European
1,201022689,Male, 18,Serious,1,">1 party, dvr prime fault",Unknown,,European
1,201022689,Male, 64,Not injured,2,">1 party, dvr part fault",Full,,European
1,201022692,Female, 29,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201022692,Male, 36,Serious,1,">1 party, no dvr fault",Full,,European
1,201022700,Female, 33,Not injured,1,">1 party, dvr prime fault",Learner,,European
1,201022704,Male, 50,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022709,Male, 61,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022712,Male, 47,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022720,Male, 27,Serious,1,">1 party, dvr prime fault",Restricted,,European
1,201022726,Male, 19,Serious,1,"1 veh, dvr at fault",Restricted,,European
1,201022731,Male, 54,Serious,1,"1 veh, no dvr fault",Full,,European
1,201022738,Female, 59,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022743,Female, 72,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022746,Female, 29,Serious,1,">1 party, dvr prime fault",Full,,European
1,201022746,Female, 49,Minor,2,">1 party, no dvr fault",Full,,European
1,201022748,Female, 59,Serious,2,">1 party, dvr prime fault",Full,,European
1,201022748,Male, 50,Not injured,1,">1 party, no dvr fault",Full,,European
1,201022751,Male, 69,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201022754,Male, 24,Minor,1,"1 veh, dvr at fault",Overseas,Visitor,European
1,201022761,Female, 68,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022768,Male, 65,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201022771,Male, 49,Minor,2,">1 party, no dvr fault",Full,,Fijian
1,201022771,Male, 51,Serious,1,">1 party, dvr prime fault",Full,,Fijian
1,201022777,Female, 87,Serious,2,">1 party, dvr prime fault",Full,,European
1,201022777,Male, 58,Not injured,1,">1 party, no dvr fault",Full,,European
1,201022778,Female, 24,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201022778,Male, 53,Serious,1,">1 party, no dvr fault",Full,,NZ Maori
1,201022779,Female, 61,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022781,Male, 39,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201022783,Female, 46,Minor,2,">1 party, no dvr fault",Full,,NZ Maori
1,201022783,Female, 48,Serious,1,">1 party, dvr prime fault",Full,,European
1,201022783,Male, 40,Not injured,3,">1 party, no dvr fault",Full,,European
1,201022787,Female, 78,Serious,3,">1 party, no dvr fault",Full,,European
1,201022787,Male, 41,Minor,1,">1 party, dvr prime fault",Full,,European
1,201022787,Male, 42,Not injured,2,">1 party, no dvr fault",Full,,European
1,201022790,Male, 59,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201022792,Female, 31,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201022796,Male,,Serious,1,"1 veh, dvr at fault",Unknown,,NZ Maori
1,201022797,Female, 76,Serious,2,">1 party, no dvr fault",Full,,European
1,201022797,Male, 58,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201022805,Male,,Not injured,1,">1 party, dvr prime fault",Unknown,,Unknown
1,201022810,Female, 19,Serious,1,"1 veh, dvr at fault",Learner,,European
1,201022811,Female, 22,Serious,1,">1 party, no dvr fault",Learner,,European
1,201022811,Male, 28,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201022813,Female, 26,Not injured,1,">1 party, no dvr fault",Full,,European
1,201022815,Male, 18,Serious,1,"1 veh, dvr at fault",Disqualified,,European
1,201022828,Male, 21,Serious,1,"1 veh, dvr at fault",Wrong Class,,European
1,201022829,Male, 19,Serious,1,"1 veh, dvr at fault",Disqualified,,European
1,201022832,Male, 19,Serious,1,"1 veh, dvr at fault",Learner,,European
1,201022849,Female, 23,Serious,1,"1 veh, dvr at fault",Overseas,Visitor,European
1,201022858,Male, 23,Serious,1,"1 veh, dvr at fault",Overseas,Unknown,European
1,201022860,Male, 23,Not injured,1,">1 party, no dvr fault",Full,,European
1,201022861,Female, 49,Not injured,1,">1 party, no dvr fault",Full,,European
1,201022862,Male, 32,Not injured,2,">1 party, no dvr fault",Full,,European
1,201022863,Male, 31,Not injured,1,">1 party, no dvr fault",Full,,European
1,201022863,Male, 47,Serious,2,">1 party, dvr prime fault",Full,,European
1,201022877,Male, 35,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022878,Male, 17,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022880,Male, 30,Serious,1,"1 veh, dvr at fault",Expired,,NZ Maori
1,201022889,Male, 53,Minor,1,"1 veh, dvr at fault",Full,,NZ Maori
1,201022896,Female, 38,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201022897,Female, 80,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201022898,Female, 31,Serious,1,">1 party, dvr prime fault",Full,,European
1,201022898,Male, 51,Not injured,2,">1 party, dvr part fault",Full,,European
1,201022905,Male, 43,Minor,1,"1 veh, dvr at fault",Full,,European
1,201022916,Male, 42,Minor,2,">1 party, dvr prime fault",Restricted,,Samoan
1,201022917,Female, 71,Serious,1,">1 party, dvr prime fault",Full,,European
1,201022917,Male, 66,Serious,2,">1 party, no dvr fault",Full,,European
1,201022919,Male, 22,Serious,1,">1 party, no dvr fault",Learner,,European
1,201022919,Male, 48,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201022922,Male, 20,Not injured,1,">1 party, dvr prime fault",Learner,,Unknown
1,201022927,Male, 49,Not injured,2,">1 party, dvr part fault",Full,,European
1,201022927,Male, 59,Minor,1,">1 party, dvr prime fault",Full,,European
1,201022933,Male, 54,Serious,1,">1 party, dvr prime fault",Full,,European
1,201022933,Male, 66,Not injured,2,">1 party, no dvr fault",Full,,European
1,201022934,Male, 48,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022939,Female, 18,Serious,1,">1 party, dvr prime fault",Learner,,European
1,201022944,Male, 31,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201022947,Female, 22,Not injured,2,">1 party, dvr prime fault",Unknown,,European
1,201022947,Male, 39,Serious,1,">1 party, no dvr fault",Wrong Class,,European
1,201022950,Female, 21,Serious,1,">1 party, no dvr fault",Restricted,,European
1,201022950,Male, 17,Not injured,2,">1 party, dvr prime fault",Restricted,,Asian
1,201022954,Male, 43,Not injured,1,">1 party, no dvr fault",Full,,European
1,201022954,Male, 46,Serious,2,">1 party, dvr prime fault",Full,,European
1,201022961,Male, 39,Serious,1,"1 veh, dvr at fault",Unknown,,Unknown
1,201022965,Female, 22,Not injured,2,">1 party, no dvr fault",Full,,European
1,201022965,Male, 75,Serious,1,">1 party, dvr prime fault",Full,,European
1,201022966,Male, 41,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201022966,Male, 51,Serious,1,">1 party, no dvr fault",Full,,European
1,201022967,Male, 20,Serious,1,"1 veh, dvr at fault",Unknown,,European
1,201022969,Female, 23,Serious,1,">1 party, dvr prime fault",Unknown,,Unknown
1,201022969,Female, 32,Minor,2,">1 party, no dvr fault",Overseas,Visitor,Asian
1,201022974,Male, 21,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022975,Male, 29,Serious,1,"1 veh, dvr at fault",Full,,European
1,201022981,Female, 24,Not injured,2,">1 party, dvr prime fault",Disqualified,,Other Pacific Islander
1,201022981,Male, 42,Serious,1,">1 party, no dvr fault",Full,,European
1,201022981,Male, 58,Not injured,3,">1 party, no dvr fault",Full,,European
1,201022982,Male, 23,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201022986,Male, 17,Minor,1,"1 veh, dvr at fault",Restricted,,European
1,201022989,Female, 37,Serious,1,"1 veh, dvr at fault",Forbidden,,European
1,201022992,Male, 17,Not injured,2,">1 party, dvr prime fault",Restricted,,European
1,201022992,Male, 44,Serious,1,">1 party, dvr part fault",Full,,European
1,201022998,Female, 16,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201023004,Female, 65,Not injured,1,">1 party, no dvr fault",Full,,European
1,201023004,Male, 81,Serious,2,">1 party, dvr prime fault",Full,,European
1,201023008,Male, 19,Not injured,1,"1 veh, dvr at fault",Restricted,,European
1,201023014,Female, 19,Minor,1,">1 party, dvr prime fault",Full,,European
1,201023014,Male, 26,Not injured,2,">1 party, no dvr fault",Full,,European
1,201023015,Male, 39,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201023017,Male, 50,Not injured,2,">1 party, no dvr fault",Full,,NZ Maori
1,201023017,Male, 70,Minor,1,">1 party, dvr prime fault",Overseas,Visitor,European
1,201023019,Male, 43,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023023,Male, 53,Serious,1,">1 party, dvr prime fault",Full,,European
1,201023037,Female, 14,Not injured,1,">1 party, dvr prime fault",Never Licensed,,NZ Maori
1,201023038,Male, 53,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023039,Male,,Serious,1,"1 veh, dvr at fault",Unknown,,European
1,201023040,Female, 37,Minor,1,">1 party, dvr prime fault",Full,,European
1,201023040,Female, 60,Serious,2,">1 party, no dvr fault",Full,,European
1,201023041,Male, 24,Serious,1,"1 veh, dvr at fault",Unknown,,Unknown
1,201023052,Female, 79,Serious,2,">1 party, dvr prime fault",Full,,European
1,201023052,Male, 50,Not injured,1,">1 party, dvr part fault",Full,,European
1,201023053,Female, 61,Serious,1,">1 party, no dvr fault",Full,,European
1,201023053,Male, 32,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201023060,Male, 24,Serious,1,"1 veh, dvr at fault",Restricted,,European
1,201023071,Male, 61,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023075,Male, 56,Not injured,2,">1 party, no dvr fault",Full,,European
1,201023075,Male, 61,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201023076,Male, 24,Minor,2,">1 party, dvr part fault",Full,,European
1,201023076,Male, 25,Serious,1,">1 party, dvr prime fault",Full,,European
1,201023078,Female, 19,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201023080,Male, 50,Not injured,1,">1 party, no dvr fault",Full,,European
1,201023083,Male, 52,Serious,1,">1 party, dvr prime fault",Expired,,European
1,201023085,Male, 57,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201023088,Male,,Not injured,1,">1 party, dvr prime fault",Unknown,,Unknown
1,201023090,Female, 57,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023092,Male, 44,Serious,1,"1 veh, dvr at fault",Wrong Class,,NZ Maori
1,201023093,Male, 56,Minor,1,"1 veh, dvr at fault",Full,,European
1,201023099,Female, 27,Not injured,2,">1 party, dvr part fault",Restricted,,European
1,201023099,Male, 43,Serious,1,">1 party, dvr prime fault",Full,,European
1,201023101,Male, 19,Serious,1,"1 veh, dvr at fault",Restricted,,European
1,201023110,Male, 38,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023114,Male, 21,Serious,1,"1 veh, dvr at fault",Restricted,,European
1,201023116,Male, 69,Not injured,1,">1 party, no dvr fault",Full,,European
1,201023117,Male, 51,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023140,Female, 22,Not injured,1,">1 party, no dvr fault",Learner,,Unknown
1,201023140,Female, 87,Serious,2,">1 party, dvr prime fault",Full,,European
1,201023145,Male, 38,Serious,1,">1 party, no dvr fault",Restricted,,European
1,201023145,Male, 50,Not injured,2,">1 party, dvr prime fault",Unknown,,Unknown
1,201023148,Male,,Not injured,1,">1 party, no dvr fault",Unknown,,Unknown
1,201023150,Male, 24,Serious,1,">1 party, dvr prime fault",Full,,European
1,201023150,Male, 54,Not injured,2,">1 party, dvr part fault",Full,,European
1,201023151,Male,,Not injured,1,">1 party, dvr prime fault",Unknown,,Unknown
1,201023154,Male, 22,Serious,1,"1 veh, dvr at fault",Overseas,Visitor,European
1,201023159,Female,,Not injured,1,">1 party, dvr prime fault",Unknown,,Unknown
1,201023161,Female, 53,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201023164,Male, 68,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201023171,Male, 53,Serious,1,"1 veh, dvr at fault",Full,,NZ Maori
1,201023172,Male, 17,Not injured,2,">1 party, dvr prime fault",Forbidden,,Unknown
1,201023172,Male, 33,Not injured,1,">1 party, no dvr fault",Full,,European
1,201023172,Male, 57,Minor,3,">1 party, no dvr fault",Unknown,,European
1,201023182,Male, 67,Serious,1,"1 veh, dvr at fault",Unknown,,Unknown
1,201023183,Female, 28,Not injured,1,">1 party, no dvr fault",Full,,European
1,201023183,Male, 28,Serious,2,">1 party, dvr prime fault",Full,,European
1,201023184,Male, 23,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023189,Female, 44,Serious,2,">1 party, no dvr fault",Full,,European
1,201023189,Male, 19,Minor,1,">1 party, dvr prime fault",Restricted,,European
1,201023189,Male, 56,Not injured,3,">1 party, no dvr fault",Full,,European
1,201023196,Female, 48,Serious,2,">1 party, dvr prime fault",Full,,European
1,201023196,Male, 45,Minor,1,">1 party, no dvr fault",Full,,European
1,201023197,Female, 35,Minor,1,"1 veh, dvr at fault",Full,,European
1,201023198,Female, 47,Serious,1,">1 party, no dvr fault",Full,,European
1,201023198,Male, 66,Minor,2,">1 party, dvr prime fault",Full,,European
1,201023200,Male, 23,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023204,Male, 26,Minor,1,">1 party, dvr prime fault",Disqualified,,European
1,201023206,Male, 21,Serious,1,"1 veh, dvr at fault",Learner,,European
1,201023209,Male, 69,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201023210,Male, 33,Minor,1,"1 veh, dvr at fault",Full,,Unknown
1,201023213,Male, 18,Minor,1,">1 party, no dvr fault",Full,,European
1,201023213,Male, 31,Not injured,3,">1 party, no dvr fault",Full,,Unknown
1,201023213,Male, 37,Serious,2,">1 party, dvr part fault",Learner,,NZ Maori
1,201023226,Male, 43,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023249,Female, 38,Serious,1,"1 veh, dvr at fault",Restricted,,European
1,201023253,Male, 47,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023255,Female, 46,Minor,2,">1 party, dvr prime fault",Full,,European
1,201023255,Male, 46,Not injured,1,">1 party, no dvr fault",Full,,European
1,201023257,Female, 20,Serious,1,">1 party, no dvr fault",Full,,European
1,201023257,Male, 31,Minor,2,">1 party, dvr prime fault",Full,,Asian
1,201023259,Female, 42,Serious,2,">1 party, dvr part fault",Full,,European
1,201023259,Male, 17,Minor,1,">1 party, dvr part fault",Restricted,,European
1,201023260,Female, 33,Serious,1,">1 party, dvr prime fault",Full,,European
1,201023260,Male, 50,Minor,2,">1 party, no dvr fault",Full,,European
1,201023272,Male, 38,Serious,1,"1 veh, no dvr fault",Full,,European
1,201023275,Male, 16,Serious,1,">1 party, no dvr fault",Learner,,European
1,201023275,Male, 16,Not injured,2,">1 party, dvr prime fault",Restricted,,European
1,201023278,Female, 87,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023282,Male, 53,Serious,1,"1 veh, dvr at fault",Expired,,European
1,201023285,Female, 28,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023289,Female, 19,Serious,2,">1 party, no dvr fault",Restricted,,European
1,201023289,Male, 51,Minor,1,">1 party, dvr prime fault",Full,,European
1,201023290,Male, 62,Not injured,1,"1 veh, dvr at fault",Full,,European
1,201023292,Male, 52,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023293,Male, 21,Not injured,2,">1 party, no dvr fault",Full,,European
1,201023293,Male, 54,Serious,1,">1 party, dvr prime fault",Full,,European
1,201023294,Male, 37,Not injured,2,">1 party, dvr prime fault",Full,,Asian
1,201023297,Male, 30,Serious,1,">1 party, no dvr fault",Full,,European
1,201023297,Male, 47,Not injured,2,">1 party, dvr prime fault",Overseas,Visitor,Asian
1,201023299,Male, 19,Serious,1,">1 party, dvr prime fault",Learner,,European
1,201023299,Male, 29,Not injured,2,">1 party, no dvr fault",Full,,European
1,201023300,Female, 50,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023302,Male, 39,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201023302,Male, 58,Minor,2,">1 party, no dvr fault",Overseas,Visitor,Unknown
1,201023306,Male, 35,Serious,1,">1 party, dvr prime fault",Full,,European
1,201023306,Male, 39,Serious,2,">1 party, no dvr fault",Full,,European
1,201023312,Female, 18,Not injured,1,">1 party, no dvr fault",Full,,European
1,201023313,Male, 51,Serious,1,"1 veh, no dvr fault",Full,,European
1,201023314,Female, 55,Not injured,2,">1 party, no dvr fault",Expired,,European
1,201023314,Male, 19,Serious,1,">1 party, dvr prime fault",Full,,European
1,201023315,Male, 18,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023316,Female, 46,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023320,Male, 28,Not injured,2,">1 party, dvr prime fault",Restricted,,European
1,201023320,Male, 39,Serious,1,">1 party, no dvr fault",Full,,European
1,201023323,Male, 17,Not injured,1,">1 party, no dvr fault",Never Licensed,,European
1,201023324,Female, 56,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201023324,Female, 63,Serious,1,">1 party, no dvr fault",Full,,European
1,201023329,Male, 25,Serious,1,">1 party, dvr prime fault",Disqualified,,European
1,201023330,Female, 48,Serious,1,">1 party, no dvr fault",Full,,European
1,201023330,Male, 30,Minor,2,">1 party, dvr prime fault",Full,,European
1,201023331,Male, 52,Not injured,1,">1 party, dvr prime fault",Disqualified,,European
1,201023331,Male, 65,Serious,3,">1 party, no dvr fault",Full,,European
1,201023331,Male, 65,Not injured,2,">1 party, no dvr fault",Full,,European
1,201023334,Male, 20,Serious,1,"1 veh, dvr at fault",Restricted,,Unknown
1,201023341,Male, 25,Serious,2,">1 party, no dvr fault",Restricted,,European
1,201023341,Male, 61,Serious,1,">1 party, dvr prime fault",Full,,Asian
1,201023343,Female, 24,Serious,1,">1 party, dvr prime fault",Learner,,European
1,201023345,Male, 22,Serious,1,">1 party, no dvr fault",Learner,,Unknown
1,201023345,Male, 24,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201023346,Male, 42,Serious,1,"1 veh, dvr at fault",Restricted,,European
1,201023354,Male, 30,Not injured,2,">1 party, dvr part fault",Full,,European
1,201023354,Male, 38,Serious,1,">1 party, dvr prime fault",Unknown,,European
1,201023355,Female, 80,Minor,1,"1 veh, dvr at fault",Full,,Unknown
1,201023362,Female, 52,Not injured,1,">1 party, no dvr fault",Full,,European
1,201023364,Male, 23,Not injured,2,">1 party, dvr prime fault",Learner,,European
1,201023364,Male, 68,Serious,1,">1 party, no dvr fault",Full,,Asian
1,201023368,Female, 34,Serious,1,">1 party, no dvr fault",Full,,European
1,201023368,Male,,Not injured,2,">1 party, dvr prime fault",Unknown,,Unknown
1,201023369,Female, 17,Not injured,1,">1 party, dvr prime fault",Restricted,,Unknown
1,201023370,Male, 27,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023371,Male, 54,Serious,1,">1 party, dvr prime fault",Full,,European
1,201023371,Male, 63,Not injured,2,">1 party, no dvr fault",Full,,European
1,201023372,Male, 17,Serious,2,">1 party, dvr prime fault",Disqualified,,European
1,201023372,Male, 31,Serious,1,">1 party, no dvr fault",Full,,European
1,201023374,Male, 58,Minor,1,"1 veh, dvr at fault",Full,,European
1,201023375,Female, 27,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201023376,Female, 91,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023381,Female, 52,Serious,2,">1 party, dvr part fault",Full,,European
1,201023381,Male, 17,Not injured,1,">1 party, dvr prime fault",Restricted,,European
1,201023382,Male, 49,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023389,Male, 64,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023391,Female, 33,Not injured,2,">1 party, no dvr fault",Restricted,,European
1,201023391,Male, 55,Serious,1,">1 party, dvr prime fault",Full,,European
1,201023393,Male, 30,Not injured,1,">1 party, no dvr fault",Full,,Samoan
1,201023394,Male, 23,Serious,2,">1 party, no dvr fault",Restricted,,European
1,201023394,Male, 65,Minor,1,">1 party, dvr prime fault",Full,,European
1,201023404,Female, 29,Not injured,1,">1 party, dvr prime fault",Restricted,,Samoan
1,201023406,Male, 32,Not injured,2,">1 party, dvr prime fault",Full,,Asian
1,201023411,Male, 41,Serious,1,"1 veh, dvr at fault",Full,,European
1,201023412,Male, 59,Serious,1,"1 veh, dvr at fault",Full,,European
