"COUNT","Crash ID","Driver Role","Driver Causes","Driver Cse Cats"
1,201004504,1,"109 - Drugs proven",Alcohol or Drugs
1,201004511,1,"376 - Didnt see/look when required to give way to ped",Did Not See or Look for Another Party Until Too Late
1,201004519,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201004519,1,"132 - Lost control under heavy braking",Lost Control
1,201004519,1,"404 - Overseas/migrant driver failed to adjust to NZ road rules and road conditions",Inexperience
1,201004522,1,"121 - Swung wide on bend",Failed to Keep Left
1,201004522,1,"403 - Driving unfamiliar vehicle",Inexperience
1,201004524,2,"302 - Failed to give way at give way sign",Failed to Give Way
1,201004524,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201004524,2,"353 - Attention diverted by other traffic",Attention Diverted By:
1,201004524,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201004543,1,"104 - Alcohol test result unknown",Alcohol or Drugs
1,201004573,2,"363 - Attention diverted by driver dazzled by sun/lights",Attention Diverted By:
1,201004576,1,"350 - Attention diverted",Attention Diverted By:
1,201004581,2,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201004581,2,"324 - Did not stop at steady amber light",Did not Stop
1,201004592,1,"137 - Lost control avoiding another vehicle",Lost Control
1,201004592,1,"197 - Suddenly swerved to avoid vehicle",Sudden Action
1,201004592,2,"123 - Cutting corner on bend",Failed to Keep Left
1,201004596,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201004596,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201004620,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201004620,1,"112 - Too fast on straight",Too fast for Conditions
1,201004625,1,"116 - Too fast at temporary speed limit",Too fast for Conditions
1,201004625,1,"130 - Lost control",Lost Control
1,201004626,1,"131 - Lost control when turning",Lost Control
1,201004626,1,"407 - Driver over-reacted",Inexperience
1,201004637,1,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,201004642,1,"517 - Stolen vehicle",Intentional or Criminal
1,201004657,1,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,201004660,1,"135 - Lost control due to road conditions",Lost Control
1,201004674,1,"123 - Cutting corner on bend",Failed to Keep Left
1,201004674,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201004691,1,"131 - Lost control when turning",Lost Control
1,201004693,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201004693,1,"322 - Did not stop at steady red light",Did not Stop
1,201004695,1,"129 - Too far left/right",Failed to Keep Left
1,201004695,1,"363 - Attention diverted by driver dazzled by sun/lights",Attention Diverted By:
1,201004697,1,"181 - Following too closely",In Line of Traffic
1,201004701,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201004701,1,"181 - Following too closely",In Line of Traffic
1,201004701,1,"200 - Forbidden movements",Forbidden Movements
1,201004702,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201004702,1,"351 - Attention diverted by passengers",Attention Diverted By:
1,201004706,1,"104 - Alcohol test result unknown",Alcohol or Drugs
1,201004706,1,"109 - Drugs proven",Alcohol or Drugs
1,201004706,1,"112 - Too fast on straight",Too fast for Conditions
1,201004715,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201004715,1,"121 - Swung wide on bend",Failed to Keep Left
1,201004716,1,"112 - Too fast on straight",Too fast for Conditions
1,201004718,1,"137 - Lost control avoiding another vehicle",Lost Control
1,201004718,1,"197 - Suddenly swerved to avoid vehicle",Sudden Action
1,201004729,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201004729,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,201004735,1,"129 - Too far left/right",Failed to Keep Left
1,201004747,1,"104 - Alcohol test result unknown",Alcohol or Drugs
1,201004747,1,"532 - Casualty thrown from vehicle",Miscellaneous Person
1,201004748,1,"130 - Lost control",Lost Control
1,201004750,1,"101 - Alcohol suspected",Alcohol or Drugs
1,201004750,1,"357 - Emotionally upset/road rage",Attention Diverted By:
1,201004755,1,"135 - Lost control due to road conditions",Lost Control
1,201004757,1,"181 - Following too closely",In Line of Traffic
1,201004757,1,"331 - Failed to notice car slowing",Inattentive: Failed to Notice
1,201004765,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201004765,1,"357 - Emotionally upset/road rage",Attention Diverted By:
1,201004775,1,"136 - Lost control due to vehicle fault",Lost Control
1,201004776,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201004776,1,"514 - Evading enforcement",Intentional or Criminal
1,201004794,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201004794,1,"111 - Too fast entering corner",Too fast for Conditions
1,201004794,1,"131 - Lost control when turning",Lost Control
1,201004800,1,"430 - Showing off",Showing Off
1,201004800,1,"434 - Intimidating driving",Showing Off
1,201004802,2,"104 - Alcohol test result unknown",Alcohol or Drugs
1,201004802,2,"321 - Did not stop at stop sign",Did not Stop
1,201004804,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201004804,1,"131 - Lost control when turning",Lost Control
1,201004806,1,"129 - Too far left/right",Failed to Keep Left
1,201004807,1,"132 - Lost control under heavy braking",Lost Control
1,201004807,1,"197 - Suddenly swerved to avoid vehicle",Sudden Action
1,201004807,1,"407 - Driver over-reacted",Inexperience
1,201004816,1,"131 - Lost control when turning",Lost Control
1,201004821,1,"135 - Lost control due to road conditions",Lost Control
1,201004840,1,"131 - Lost control when turning",Lost Control
1,201004841,1,"363 - Attention diverted by driver dazzled by sun/lights",Attention Diverted By:
1,201004846,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,201004849,1,"120 - Failed to keep left",Failed to Keep Left
1,201004849,1,"205 - On incorrect side of the island or median",Forbidden Movements
1,201004849,1,"404 - Overseas/migrant driver failed to adjust to NZ road rules and road conditions",Inexperience
1,201004852,1,"131 - Lost control when turning",Lost Control
1,201004853,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201004853,1,"131 - Lost control when turning",Lost Control
1,201004855,1,"129 - Too far left/right",Failed to Keep Left
1,201004855,1,"134 - Lost control while returning to seal from unsealed shoulder",Lost Control
1,201004862,1,"108 - Drugs suspected",Alcohol or Drugs
1,201004862,1,"131 - Lost control when turning",Lost Control
1,201004862,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201004868,1,"129 - Too far left/right",Failed to Keep Left
1,201004868,1,"130 - Lost control",Lost Control
1,201004868,1,"358 - Attention diverted by cigarette etc",Attention Diverted By:
1,201004868,1,"407 - Driver over-reacted",Inexperience
1,201004875,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201004875,1,"134 - Lost control while returning to seal from unsealed shoulder",Lost Control
1,201004875,1,"197 - Suddenly swerved to avoid vehicle",Sudden Action
1,201004875,1,"402 - New driver showed inexperience",Inexperience
1,201004875,1,"407 - Driver over-reacted",Inexperience
1,201004875,2,"129 - Too far left/right",Failed to Keep Left
1,201004876,1,"427 - Foot slipped or got caught under pedal",Incorrect use of vehicle controls
1,201004876,1,"507 - Impared ability due to old age",Illness and Disability
1,201004880,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,201004880,2,"350 - Attention diverted",Attention Diverted By:
1,201004880,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201004892,1,"302 - Failed to give way at give way sign",Failed to Give Way
1,201004892,1,"363 - Attention diverted by driver dazzled by sun/lights",Attention Diverted By:
1,201004892,1,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201004910,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201004910,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201004946,1,"131 - Lost control when turning",Lost Control
1,201004946,1,"404 - Overseas/migrant driver failed to adjust to NZ road rules and road conditions",Inexperience
1,201004973,1,"131 - Lost control when turning",Lost Control
1,201004973,1,"354 - Attention diverted by animal or insect in vehicle",Attention Diverted By:
1,201004985,1,"112 - Too fast on straight",Too fast for Conditions
1,201004985,2,"174 - Turned right from left side of road",Wrong Lane/Turned From Wrong Position
1,201004985,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,201005005,1,"101 - Alcohol suspected",Alcohol or Drugs
1,201005009,1,"110 - Too fast for conditions",Too fast for Conditions
1,201005009,1,"137 - Lost control avoiding another vehicle",Lost Control
1,201005009,1,"197 - Suddenly swerved to avoid vehicle",Sudden Action
1,201005013,1,"129 - Too far left/right",Failed to Keep Left
1,201005013,1,"358 - Attention diverted by cigarette etc",Attention Diverted By:
1,201005020,1,"412 - Fatigue due to lack of sleep",Fatigue (Drowsy
1,201005033,1,"131 - Lost control when turning",Lost Control
1,201005033,1,"402 - New driver showed inexperience",Inexperience
1,201005039,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005039,1,"131 - Lost control when turning",Lost Control
1,201005042,1,"110 - Too fast for conditions",Too fast for Conditions
1,201005042,1,"131 - Lost control when turning",Lost Control
1,201005043,1,"353 - Attention diverted by other traffic",Attention Diverted By:
1,201005048,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201005048,2,"323 - Did not stop at steady red arrow",Did not Stop
1,201005050,1,"129 - Too far left/right",Failed to Keep Left
1,201005076,1,"101 - Alcohol suspected",Alcohol or Drugs
1,201005076,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005076,1,"131 - Lost control when turning",Lost Control
1,201005105,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005105,1,"129 - Too far left/right",Failed to Keep Left
1,201005143,1,"190 - Sudden action",Sudden Action
1,201005154,1,"322 - Did not stop at steady red light",Did not Stop
1,201005154,1,"514 - Evading enforcement",Intentional or Criminal
1,201005154,1,"517 - Stolen vehicle",Intentional or Criminal
1,201005162,1,"404 - Overseas/migrant driver failed to adjust to NZ road rules and road conditions",Inexperience
1,201005177,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201005177,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201005178,2,"302 - Failed to give way at give way sign",Failed to Give Way
1,201005181,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,201005182,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201005198,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005198,1,"131 - Lost control when turning",Lost Control
1,201005198,1,"133 - Lost control under heavy acceleration",Lost Control
1,201005198,1,"357 - Emotionally upset/road rage",Attention Diverted By:
1,201005203,1,"132 - Lost control under heavy braking",Lost Control
1,201005203,1,"197 - Suddenly swerved to avoid vehicle",Sudden Action
1,201005212,2,"130 - Lost control",Lost Control
1,201005212,2,"402 - New driver showed inexperience",Inexperience
1,201005212,2,"405 - Inexperienced driver under instruction",Inexperience
1,201005212,2,"423 - Wrong pedal",Incorrect use of vehicle controls
1,201005218,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005218,1,"131 - Lost control when turning",Lost Control
1,201005222,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005222,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201005224,1,"302 - Failed to give way at give way sign",Failed to Give Way
1,201005224,1,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201005227,1,"333 - Failed to notice indication of vehicle in front",Inattentive: Failed to Notice
1,201005248,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005248,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005248,1,"131 - Lost control when turning",Lost Control
1,201005252,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,201005252,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201005253,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201005253,2,"359 - Attention diverted by cell phone",Attention Diverted By:
1,201005256,1,"108 - Drugs suspected",Alcohol or Drugs
1,201005256,1,"357 - Emotionally upset/road rage",Attention Diverted By:
1,201005256,1,"512 - Intentional collision",Intentional or Criminal
1,201005263,1,"404 - Overseas/migrant driver failed to adjust to NZ road rules and road conditions",Inexperience
1,201005263,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201005263,1,"500 - Illness and disability",Illness and Disability
1,201005264,1,"104 - Alcohol test result unknown",Alcohol or Drugs
1,201005264,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005264,1,"129 - Too far left/right",Failed to Keep Left
1,201005264,1,"134 - Lost control while returning to seal from unsealed shoulder",Lost Control
1,201005264,1,"402 - New driver showed inexperience",Inexperience
1,201005266,1,"131 - Lost control when turning",Lost Control
1,201005274,1,"129 - Too far left/right",Failed to Keep Left
1,201005274,1,"134 - Lost control while returning to seal from unsealed shoulder",Lost Control
1,201005274,1,"354 - Attention diverted by animal or insect in vehicle",Attention Diverted By:
1,201005274,1,"407 - Driver over-reacted",Inexperience
1,201005276,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005276,1,"131 - Lost control when turning",Lost Control
1,201005276,1,"514 - Evading enforcement",Intentional or Criminal
1,201005280,1,"131 - Lost control when turning",Lost Control
1,201005280,1,"332 - Failed to notice bend in road",Inattentive: Failed to Notice
1,201005283,1,"302 - Failed to give way at give way sign",Failed to Give Way
1,201005283,1,"404 - Overseas/migrant driver failed to adjust to NZ road rules and road conditions",Inexperience
1,201005287,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005287,1,"132 - Lost control under heavy braking",Lost Control
1,201005291,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005291,1,"131 - Lost control when turning",Lost Control
1,201005291,1,"402 - New driver showed inexperience",Inexperience
1,201005292,1,"371 - Didnt see/look behind when reversing/manoeuvering",Did Not See or Look for Another Party Until Too Late
1,201005295,2,"174 - Turned right from left side of road",Wrong Lane/Turned From Wrong Position
1,201005295,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,201005310,1,"331 - Failed to notice car slowing",Inattentive: Failed to Notice
1,201005311,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005311,1,"131 - Lost control when turning",Lost Control
1,201005319,1,"352 - Attention diverted by scenery or persons outside vehicle",Attention Diverted By:
1,201005341,1,"101 - Alcohol suspected",Alcohol or Drugs
1,201005341,1,"109 - Drugs proven",Alcohol or Drugs
1,201005349,1,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,201005366,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201005366,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201005372,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005372,1,"357 - Emotionally upset/road rage",Attention Diverted By:
1,201005389,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201005389,1,"157 - Overtaking at an intersection",Overtaking
1,201005397,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005397,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005397,1,"131 - Lost control when turning",Lost Control
1,201005408,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005408,1,"135 - Lost control due to road conditions",Lost Control
1,201005425,1,"101 - Alcohol suspected",Alcohol or Drugs
1,201005425,1,"129 - Too far left/right",Failed to Keep Left
1,201005426,1,"132 - Lost control under heavy braking",Lost Control
1,201005426,1,"137 - Lost control avoiding another vehicle",Lost Control
1,201005426,1,"400 - Inexperience",Inexperience
1,201005456,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201005456,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,201005460,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005460,1,"131 - Lost control when turning",Lost Control
1,201005460,1,"336 - Inattentive: failed to notice other regulatory sign / markings",Inattentive: Failed to Notice
1,201005495,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005495,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005500,1,"383 - Misjudged pedestrians movement or intention",Misjudged speed
1,201005514,1,"129 - Too far left/right",Failed to Keep Left
1,201005514,1,"370 - Did not see or look for other party until too late",Did Not See or Look for Another Party Until Too Late
1,201005518,2,"308 - Failed to give way at driveway",Failed to Give Way
1,201005529,1,"306 - Failed to give way to ped on a xing",Failed to Give Way
1,201005536,1,"330 - Inattentive",Inattentive: Failed to Notice
1,201005537,1,"101 - Alcohol suspected",Alcohol or Drugs
1,201005537,1,"133 - Lost control under heavy acceleration",Lost Control
1,201005558,1,"357 - Emotionally upset/road rage",Attention Diverted By:
1,201005558,1,"512 - Intentional collision",Intentional or Criminal
1,201005563,1,"322 - Did not stop at steady red light",Did not Stop
1,201005568,1,"322 - Did not stop at steady red light",Did not Stop
1,201005568,2,"322 - Did not stop at steady red light",Did not Stop
1,201005573,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,201005573,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201005575,1,"412 - Fatigue due to lack of sleep",Fatigue (Drowsy
1,201005587,1,"101 - Alcohol suspected",Alcohol or Drugs
1,201005587,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005590,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005590,1,"129 - Too far left/right",Failed to Keep Left
1,201005590,1,"350 - Attention diverted",Attention Diverted By:
1,201005590,1,"520 - Driver/Passenger boarding, leaving, in vehicle",Driver / Passenger
1,201005610,1,"101 - Alcohol suspected",Alcohol or Drugs
1,201005610,1,"131 - Lost control when turning",Lost Control
1,201005610,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201005611,2,"370 - Did not see or look for other party until too late",Did Not See or Look for Another Party Until Too Late
1,201005612,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005612,1,"131 - Lost control when turning",Lost Control
1,201005624,2,"374 - Didnt see/look behind when opening door or leaving vehicle",Did Not See or Look for Another Party Until Too Late
1,201005628,1,"505 - Mental illness (eg depression)",Illness and Disability
1,201005628,1,"506 - Attempted suicide",Illness and Disability
1,201005634,1,"135 - Lost control due to road conditions",Lost Control
1,201005634,1,"407 - Driver over-reacted",Inexperience
1,201005650,1,"112 - Too fast on straight",Too fast for Conditions
1,201005650,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,201005650,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,201005652,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005652,1,"133 - Lost control under heavy acceleration",Lost Control
1,201005661,2,"308 - Failed to give way at driveway",Failed to Give Way
1,201005661,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201005666,1,"104 - Alcohol test result unknown",Alcohol or Drugs
1,201005666,1,"321 - Did not stop at stop sign",Did not Stop
1,201005667,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201005676,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005676,1,"131 - Lost control when turning",Lost Control
1,201005676,1,"358 - Attention diverted by cigarette etc",Attention Diverted By:
1,201005680,2,"323 - Did not stop at steady red arrow",Did not Stop
1,201005689,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005689,1,"131 - Lost control when turning",Lost Control
1,201005699,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005699,1,"131 - Lost control when turning",Lost Control
1,201005699,1,"403 - Driving unfamiliar vehicle",Inexperience
1,201005715,1,"137 - Lost control avoiding another vehicle",Lost Control
1,201005724,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005724,1,"121 - Swung wide on bend",Failed to Keep Left
1,201005741,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005741,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201005753,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,201005755,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005755,1,"322 - Did not stop at steady red light",Did not Stop
1,201005757,1,"125 - Failed to keep left on straight",Failed to Keep Left
1,201005757,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201005770,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005770,1,"131 - Lost control when turning",Lost Control
1,201005776,1,"137 - Lost control avoiding another vehicle",Lost Control
1,201005776,1,"402 - New driver showed inexperience",Inexperience
1,201005776,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,201005781,1,"129 - Too far left/right",Failed to Keep Left
1,201005781,1,"131 - Lost control when turning",Lost Control
1,201005781,1,"135 - Lost control due to road conditions",Lost Control
1,201005787,1,"205 - On incorrect side of the island or median",Forbidden Movements
1,201005793,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005793,1,"205 - On incorrect side of the island or median",Forbidden Movements
1,201005794,2,"302 - Failed to give way at give way sign",Failed to Give Way
1,201005794,2,"422 - Stalled engine",Incorrect use of vehicle controls
1,201005796,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201005796,1,"402 - New driver showed inexperience",Inexperience
1,201005798,1,"129 - Too far left/right",Failed to Keep Left
1,201005798,1,"131 - Lost control when turning",Lost Control
1,201005800,1,"130 - Lost control",Lost Control
1,201005811,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005811,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005811,1,"524 - Interferred with driver",Driver / Passenger
1,201005815,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005815,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005815,1,"131 - Lost control when turning",Lost Control
1,201005816,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005816,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005816,1,"131 - Lost control when turning",Lost Control
1,201005817,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005817,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005817,1,"131 - Lost control when turning",Lost Control
1,201005820,1,"501 - Illness with no warning (eg heart attack)",Illness and Disability
1,201005823,1,"501 - Illness with no warning (eg heart attack)",Illness and Disability
1,201005824,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201005824,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201005827,2,"302 - Failed to give way at give way sign",Failed to Give Way
1,201005827,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201005831,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201005831,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201005838,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005846,1,"357 - Emotionally upset/road rage",Attention Diverted By:
1,201005855,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005856,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201005861,2,"322 - Did not stop at steady red light",Did not Stop
1,201005867,1,"205 - On incorrect side of the island or median",Forbidden Movements
1,201005870,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,201005870,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201005873,1,"131 - Lost control when turning",Lost Control
1,201005876,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,201005876,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,201005887,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005887,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005887,1,"131 - Lost control when turning",Lost Control
1,201005887,1,"514 - Evading enforcement",Intentional or Criminal
1,201005905,1,"121 - Swung wide on bend",Failed to Keep Left
1,201005911,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005911,1,"112 - Too fast on straight",Too fast for Conditions
1,201005911,1,"132 - Lost control under heavy braking",Lost Control
1,201005915,1,"133 - Lost control under heavy acceleration",Lost Control
1,201005915,1,"400 - Inexperience",Inexperience
1,201005918,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,201005918,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201005919,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005919,1,"110 - Too fast for conditions",Too fast for Conditions
1,201005919,1,"132 - Lost control under heavy braking",Lost Control
1,201005920,1,"330 - Inattentive",Inattentive: Failed to Notice
1,201005920,1,"423 - Wrong pedal",Incorrect use of vehicle controls
1,201005920,2,"102 - Alcohol test below limit",Alcohol or Drugs
1,201005920,2,"330 - Inattentive",Inattentive: Failed to Notice
1,201005921,1,"331 - Failed to notice car slowing",Inattentive: Failed to Notice
1,201005921,1,"350 - Attention diverted",Attention Diverted By:
1,201005927,1,"159 - Cut in after overtaking",Overtaking
1,201005927,1,"330 - Inattentive",Inattentive: Failed to Notice
1,201005934,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005934,1,"131 - Lost control when turning",Lost Control
1,201005939,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005939,1,"131 - Lost control when turning",Lost Control
1,201005940,1,"131 - Lost control when turning",Lost Control
1,201005940,1,"402 - New driver showed inexperience",Inexperience
1,201005945,1,"101 - Alcohol suspected",Alcohol or Drugs
1,201005945,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005945,1,"131 - Lost control when turning",Lost Control
1,201005945,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201005949,2,"108 - Drugs suspected",Alcohol or Drugs
1,201005949,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,201005954,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005954,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005954,1,"131 - Lost control when turning",Lost Control
1,201005954,1,"402 - New driver showed inexperience",Inexperience
1,201005956,1,"331 - Failed to notice car slowing",Inattentive: Failed to Notice
1,201005958,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005958,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005958,1,"131 - Lost control when turning",Lost Control
1,201005959,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005959,1,"131 - Lost control when turning",Lost Control
1,201005964,1,"130 - Lost control",Lost Control
1,201005964,1,"504 - Medical illness (not sudden eg flu)",Illness and Disability
1,201005967,1,"101 - Alcohol suspected",Alcohol or Drugs
1,201005967,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005967,1,"131 - Lost control when turning",Lost Control
1,201005971,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,201005971,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005971,1,"131 - Lost control when turning",Lost Control
1,201005973,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,201005979,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005979,1,"131 - Lost control when turning",Lost Control
1,201005984,1,"111 - Too fast entering corner",Too fast for Conditions
1,201005984,1,"129 - Too far left/right",Failed to Keep Left
