"COUNT","Crash ID","Driver Sex","Driver Age","Driver Injury","Driver Role","Driver at Fault","Driver License Type","Driver Overseas Type","Driver Ethnicity"
1,201105517,Male, 46,Serious,1,">1 party, dvr prime fault",Full,,Tongan
1,201105517,Male, 47,Serious,2,">1 party, no dvr fault",Full,,Asian
1,201105521,Male, 40,Serious,1,"1 veh, dvr at fault",Overseas,,Samoan
1,201105537,Female, 29,Minor,1,">1 party, dvr prime fault",Full,,European
1,201105793,Male, 34,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201105813,Male, 23,Minor,2,">1 party, no dvr fault",Full,,Other Pacific Islander
1,201105813,Male, 63,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201105874,Female, 22,Not injured,2,">1 party, dvr prime fault",Restricted,,European
1,201105874,Male, 32,Serious,1,">1 party, no dvr fault",Full,,European
1,201105874,Unknown,,Not injured,3,">1 party, no dvr fault",Unknown,,Unknown
1,201105954,Unknown,,Not injured,1,">1 party, dvr prime fault",Unknown,,Unknown
1,201105958,Female, 25,Not injured,1,">1 party, no dvr fault",Learner,,Asian
1,201106033,Female, 19,Not injured,2,">1 party, dvr prime fault",Overseas,,European
1,201106062,Male, 51,Serious,1,">1 party, dvr prime fault",Disqualified,,Other
1,201106078,Female, 32,Serious,1,">1 party, no dvr fault",Never Licensed,,NZ Maori
1,201106078,Male, 26,Not injured,2,">1 party, dvr prime fault",Unknown,,European
1,201106094,Female, 18,Serious,1,"1 veh, dvr at fault",Learner,,Other Pacific Islander
1,201106096,Male, 18,Serious,1,">1 party, dvr part fault",Restricted,,European
1,201106096,Male, 54,Not injured,2,">1 party, dvr prime fault",Full,,Unknown
1,201106098,Male,,Not injured,2,">1 party, no dvr fault",Full,,NZ Maori
1,201200002,Male, 15,Minor,2,">1 party, dvr prime fault",Never Licensed,,NZ Maori
1,201200002,Male, 22,Fatal,1,">1 party, dvr part fault",Full,,European
1,201200005,Male, 62,Not injured,1,">1 party, no dvr fault",Full,,European
1,201200024,Male, 22,Fatal,1,">1 party, dvr prime fault",Restricted,,NZ Maori
1,201200024,Male, 24,Not injured,2,">1 party, dvr part fault",Full,,NZ Maori
1,201200026,Unknown,,Not injured,1,">1 party, no dvr fault",Unknown,,Unknown
1,201200032,Male, 21,Minor,1,"1 veh, no dvr fault",Full,,NZ Maori
1,201200066,Male, 34,Not injured,1,">1 party, dvr prime fault",Full,,Tongan
1,201200076,Male, 26,Fatal,1,"1 veh, no dvr fault",Full,,Samoan
1,201200080,Female, 40,Fatal,1,"1 veh, dvr at fault",Learner,,NZ Maori
1,201201419,Female, 58,Minor,2,">1 party, no dvr fault",Full,,European
1,201201419,Male, 29,Serious,1,">1 party, dvr prime fault",Learner,,Asian
1,201201484,Male, 26,Not injured,2,">1 party, dvr prime fault",Overseas,,Asian
1,201201484,Male, 55,Serious,1,">1 party, no dvr fault",Expired,,European
1,201201503,Female, 36,Not injured,1,">1 party, no dvr fault",Full,,European
1,201201551,Male, 21,Serious,1,"1 veh, dvr at fault",Restricted,,Asian
1,201201564,Male, 44,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,201201585,Female, 32,Not injured,1,">1 party, no dvr fault",Learner,,Samoan
1,201201615,Male, 16,Serious,1,">1 party, dvr prime fault",Never Licensed,,Other Pacific Islander
1,201201615,Male, 29,Minor,2,">1 party, no dvr fault",Full,,Asian
1,201201697,Male, 26,Not injured,2,">1 party, dvr prime fault",Disqualified,,Unknown
1,201201786,Female, 15,Serious,1,">1 party, no dvr fault",Unknown,,European
1,201201786,Female, 55,Not injured,2,">1 party, dvr prime fault",Full,,Samoan
1,201201832,Female, 19,Not injured,2,">1 party, no dvr fault",Restricted,,NZ Maori
1,201201832,Male, 34,Serious,1,">1 party, dvr prime fault",Learner,,European
1,201201835,Male, 31,Serious,1,">1 party, dvr prime fault",Expired,,Other Pacific Islander
1,201201842,Female, 38,Serious,1,">1 party, no dvr fault",Full,,Unknown
1,201201842,Male, 62,Not injured,2,">1 party, dvr prime fault",Full,,Unknown
1,201201845,Male, 45,Not injured,2,">1 party, dvr prime fault",Full,,Tongan
1,201201851,Male, 15,Serious,1,">1 party, dvr prime fault",Never Licensed,,NZ Maori
1,201201881,Male, 31,Not injured,1,">1 party, dvr prime fault",Full,,Other
1,201202007,Male, 20,Not injured,1,">1 party, no dvr fault",Full,,European
1,201202033,Male, 34,Not injured,1,">1 party, no dvr fault",Full,,European
1,201202088,Female, 31,Minor,2,">1 party, no dvr fault",Full,,European
1,201202088,Male, 36,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201202112,Male, 50,Not injured,1,">1 party, no dvr fault",Full,,NZ Maori
1,201202119,Female, 40,Serious,1,">1 party, dvr prime fault",Full,,NZ Maori
1,201202316,Male, 19,Serious,1,"1 veh, dvr at fault",Restricted,,Samoan
1,201202324,Female, 65,Serious,1,">1 party, no dvr fault",Full,,Unknown
1,201202324,Male, 44,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201202325,Female, 58,Not injured,2,">1 party, no dvr fault",Full,,Asian
1,201202325,Male, 32,Serious,1,">1 party, dvr prime fault",Full,,Asian
1,201202360,Female, 37,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201202360,Male, 40,Serious,1,">1 party, no dvr fault",Full,,European
1,201202367,Male, 58,Not injured,1,">1 party, no dvr fault",Full,,NZ Maori
1,201202495,Male, 27,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,201202582,Female, 64,Serious,2,">1 party, no dvr fault",Full,,European
1,201202582,Male, 23,Minor,1,">1 party, dvr prime fault",Learner,,Tongan
1,201202605,Male, 24,Minor,1,"1 veh, dvr at fault",Restricted,,European
1,201202627,Male, 19,Serious,2,">1 party, dvr prime fault",Restricted,,European
1,201202627,Male, 25,Not injured,1,">1 party, no dvr fault",Full,,European
1,201202649,Male, 63,Serious,1,"1 veh, dvr at fault",Full,,European
1,201202867,Male, 20,Not injured,2,">1 party, dvr prime fault",Learner,,Samoan
1,201202867,Male, 29,Serious,1,">1 party, no dvr fault",Learner,,European
1,201202931,Male, 27,Serious,1,">1 party, dvr part fault",Full,,European
1,201202931,Male,,Not injured,2,">1 party, dvr prime fault",Unknown,,European
1,201202979,Female, 40,Not injured,1,">1 party, dvr prime fault",Full,,Unknown
1,201203020,Male, 26,Not injured,2,">1 party, no dvr fault",Full,,Asian
1,201203092,Female, 23,Serious,1,">1 party, no dvr fault",Restricted,,European
1,201203092,Male, 27,Not injured,2,">1 party, dvr prime fault",Restricted,,European
1,201203105,Male, 19,Not injured,1,">1 party, no dvr fault",Full,,European
1,201203157,Female, 35,Serious,1,">1 party, no dvr fault",Full,,European
1,201203157,Female, 42,Not injured,2,">1 party, dvr prime fault",Unknown,,European
1,201203158,Male, 16,Not injured,2,">1 party, dvr prime fault",Restricted,,European
1,201203158,Male, 88,Serious,1,">1 party, no dvr fault",Full,,European
1,201203200,Male, 29,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,201203202,Female, 28,Not injured,2,">1 party, dvr prime fault",Overseas,,Asian
1,201203202,Female, 88,Serious,1,">1 party, no dvr fault",Full,,European
1,201203254,Male, 25,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201203257,Male, 37,Serious,1,"1 veh, dvr at fault",Full,,Unknown
1,201203339,Female, 34,Serious,2,">1 party, dvr prime fault",Full,,European
1,201203339,Male, 25,Not injured,1,">1 party, dvr part fault",Restricted,,European
1,201203488,Female, 22,Serious,4,">1 party, no dvr fault",Full,,European
1,201203488,Male, 25,Not injured,3,">1 party, no dvr fault",Full,,European
1,201203488,Male, 28,Minor,1,">1 party, dvr prime fault",Restricted,,Asian
1,201203488,Male, 34,Not injured,2,">1 party, no dvr fault",Full,,European
1,201203615,Male, 31,Serious,1,">1 party, no dvr fault",Full,,European
1,201203615,Male, 39,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201203639,Female, 57,Not injured,2,">1 party, no dvr fault",Full,,European
1,201203639,Male, 23,Serious,1,">1 party, dvr prime fault",Learner,,European
1,201203825,Male, 35,Serious,1,">1 party, no dvr fault",Full,,European
1,201203825,Unknown,,Not injured,2,">1 party, dvr prime fault",Unknown,,Unknown
1,201203828,Male, 39,Serious,1,"1 veh, dvr at fault",Full,,Fijian
1,201203840,Male, 19,Not injured,1,">1 party, no dvr fault",Restricted,,European
1,201203855,Male, 55,Serious,1,">1 party, no dvr fault",Full,,European
1,201203855,Male, 59,Not injured,2,">1 party, dvr prime fault",Full,,European
1,201204069,Female, 56,Not injured,1,">1 party, no dvr fault",Full,,European
1,201204069,Male, 36,Serious,2,">1 party, dvr prime fault",Full,,Fijian
1,201204082,Male, 23,Not injured,1,">1 party, no dvr fault",Restricted,,Asian
1,201204135,Male, 47,Not injured,1,">1 party, no dvr fault",Full,,European
1,201204135,Male, 85,Serious,2,">1 party, dvr prime fault",Full,,European
1,201204152,Male, 25,Serious,1,"1 veh, dvr at fault",Forbidden,,Samoan
1,201204165,Female, 34,Serious,1,">1 party, no dvr fault",Full,,European
1,201204165,Male, 60,Not injured,2,">1 party, dvr prime fault",Full,,Asian
1,201204231,Male, 42,Not injured,2,">1 party, dvr part fault",Full,,Unknown
1,201204248,Male, 23,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201204255,Female, 31,Not injured,1,">1 party, no dvr fault",Overseas,,European
1,201204264,Male, 20,Not injured,1,"1 veh, dvr at fault",Never Licensed,,Samoan
1,201204275,Male, 38,Serious,1,"1 veh, dvr at fault",Full,,European
1,201204341,Female, 27,Minor,2,">1 party, dvr part fault",Unknown,,NZ Maori
1,201204341,Male, 43,Not injured,1,">1 party, dvr prime fault",Full,,Samoan
1,201204502,Male, 24,Serious,1,"1 veh, dvr at fault",Disqualified,,Asian
1,201204504,Female, 35,Serious,1,">1 party, dvr prime fault",Full,,European
1,201204589,Female, 43,Not injured,1,">1 party, dvr prime fault",Full,,Asian
1,201204591,Male, 55,Serious,1,">1 party, dvr prime fault",Full,,European
1,201204591,Male, 55,Not injured,2,">1 party, no dvr fault",Full,,Unknown
1,201204723,Male, 30,Serious,1,"1 veh, dvr at fault",Full,,European
1,201204743,Male, 40,Not injured,1,">1 party, no dvr fault",Full,,NZ Maori
1,201204743,Male, 46,Not injured,3,">1 party, no dvr fault",Full,,Other Pacific Islander
1,201204747,Male, 40,Serious,1,">1 party, no dvr fault",Full,,European
1,201204747,Male, 50,Not injured,2,">1 party, dvr prime fault",Full,,Asian
1,201204753,Male, 21,Serious,1,">1 party, dvr prime fault",Restricted,,Samoan
1,201204753,Male, 43,Not injured,2,">1 party, no dvr fault",Full,,European
1,201204773,Female, 27,Minor,1,">1 party, no dvr fault",Restricted,,European
1,201204773,Male, 38,Minor,2,">1 party, dvr prime fault",Full,,Other
1,201204925,Male, 34,Not injured,1,">1 party, no dvr fault",Full,,Fijian
1,201204989,Male, 40,Not injured,2,">1 party, dvr prime fault",Learner,,Other
1,201204989,Male, 51,Minor,1,">1 party, no dvr fault",Full,,Other
1,201205038,Male, 25,Serious,1,">1 party, no dvr fault",Full,,Other
1,201205038,Male, 38,Not injured,2,">1 party, dvr prime fault",Full,,Asian
1,201205076,Male, 30,Not injured,1,"1 veh, dvr at fault",Expired,,European
1,201205087,Male, 48,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,201205110,Unknown,,Not injured,1,">1 party, dvr prime fault",Unknown,,Unknown
1,201205131,Female, 30,Serious,1,"1 veh, dvr at fault",Full,,European
1,201205189,Female, 23,Not injured,1,">1 party, dvr prime fault",Full,,Asian
1,201205336,Male, 20,Not injured,1,">1 party, dvr prime fault",Full,,Asian
1,201205336,Male, 55,Minor,2,">1 party, no dvr fault",Full,,European
1,201205337,Female, 53,Not injured,3,">1 party, no dvr fault",Full,,Asian
1,201205337,Male, 35,Serious,2,">1 party, dvr prime fault",Full,,NZ Maori
1,201205337,Male, 51,Minor,1,">1 party, no dvr fault",Full,,European
1,201205338,Female, 26,Not injured,1,">1 party, dvr prime fault",Restricted,,European
1,201205338,Female, 69,Serious,2,">1 party, no dvr fault",Full,,European
1,201205376,Male, 64,Not injured,1,">1 party, no dvr fault",Full,,Samoan
1,201205383,Male, 63,Serious,1,">1 party, dvr prime fault",Full,,European
1,201205498,Female, 27,Serious,1,">1 party, dvr prime fault",Learner,,NZ Maori
1,201205510,Female, 26,Not injured,2,">1 party, no dvr fault",Restricted,,European
1,201205510,Male, 20,Serious,1,">1 party, dvr prime fault",Learner,,European
1,201205511,Male, 34,Not injured,1,"1 veh, dvr at fault",Full,,European
1,201205535,Male, 27,Minor,1,">1 party, dvr prime fault",Unknown,,Tongan
1,201205535,Male, 51,Minor,2,">1 party, no dvr fault",Full,,Tongan
1,201206031,Male, 63,Serious,1,">1 party, dvr prime fault",Unknown,,Samoan
1,201206037,Male, 61,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201206044,Male, 59,Minor,1,">1 party, dvr prime fault",Full,,NZ Maori
1,201206044,Male, 86,Serious,2,">1 party, dvr part fault",Full,,European
1,201206074,Male, 22,Not injured,1,">1 party, dvr prime fault",Overseas,,Asian
1,201206083,Male, 37,Serious,3,">1 party, no dvr fault",Full,,European
1,201206083,Male, 48,Not injured,2,">1 party, no dvr fault",Full,,European
1,201206083,Male,,Not injured,1,">1 party, dvr prime fault",Full,,European
1,201206087,Female, 37,Minor,2,">1 party, dvr prime fault",Full,,Asian
1,201206087,Male, 29,Serious,1,">1 party, no dvr fault",Learner,,NZ Maori
1,2800007,Female, 64,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2800007,Male, 19,Fatal,2,">1 party, dvr part fault",Learner,,European
1,2800009,Male, 67,Not injured,1,">1 party, no dvr fault",Full,,European
1,2800015,Female, 18,Not injured,2,">1 party, no dvr fault",Restricted,,NZ Maori
1,2800015,Male, 18,Minor,1,">1 party, dvr prime fault",Never Licensed,,NZ Maori
1,2800023,Male, 15,Serious,1,"1 veh, dvr at fault",Never Licensed,,Other Pacific Islander
1,2800135,Female, 20,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800143,Male, 26,Not injured,1,"1 veh, dvr at fault",Full,,Asian
1,2800147,Male, 18,Fatal,1,">1 party, dvr part fault",Full,,European
1,2800147,Male, 60,Not injured,2,">1 party, dvr prime fault",Full,,Unknown
1,2801003,Male, 30,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,2801070,Male, 44,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2801096,Female, 26,Not injured,3,">1 party, no dvr fault",Overseas,,European
1,2801096,Female, 27,Serious,2,">1 party, no dvr fault",Full,,Asian
1,2801096,Male, 39,Not injured,4,">1 party, no dvr fault",Full,,European
1,2801096,Male, 42,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2801216,Male, 48,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2801310,Male, 25,Serious,2,">1 party, dvr prime fault",Restricted,,Samoan
1,2801310,Male, 43,Minor,1,">1 party, no dvr fault",Full,,Unknown
1,2801311,Male, 34,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2801315,Male, 21,Serious,1,"1 veh, dvr at fault",Forbidden,,Samoan
1,2801335,Male, 46,Not injured,1,">1 party, dvr prime fault",Expired,,European
1,2801337,Female, 20,Not injured,2,">1 party, no dvr fault",Restricted,,Other Pacific Islander
1,2801337,Male, 20,Serious,1,">1 party, dvr prime fault",Full,,Other
1,2801339,Male, 21,Serious,1,">1 party, no dvr fault",Unknown,,Other
1,2801339,Male, 23,Not injured,2,">1 party, dvr prime fault",Unknown,,NZ Maori
1,2801397,Unknown,,Not injured,1,">1 party, no dvr fault",Unknown,,Unknown
1,2801641,Male, 35,Not injured,1,">1 party, dvr prime fault",Expired,,Samoan
1,2801641,Male, 39,Serious,2,">1 party, no dvr fault",Full,,European
1,2801726,Male, 18,Not injured,2,">1 party, dvr prime fault",Learner,,Other
1,2801728,Male, 24,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,2801730,Male, 43,Serious,1,"1 veh, dvr at fault",Full,,Samoan
1,2801734,Male, 20,Not injured,1,">1 party, no dvr fault",Full,,Unknown
1,2801771,Female, 25,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2801771,Male, 21,Serious,1,">1 party, no dvr fault",Full,,European
1,2801779,Male, 28,Minor,2,">1 party, no dvr fault",Full,,Asian
1,2801779,Male, 33,Minor,1,">1 party, dvr prime fault",Full,,Asian
1,2801887,Female, 24,Not injured,1,">1 party, no dvr fault",Restricted,,Samoan
1,2801892,Male,,Not injured,1,">1 party, no dvr fault",Restricted,,Asian
1,2801895,Male, 41,Minor,1,">1 party, no dvr fault",Full,,Samoan
1,2801895,Male, 42,Serious,2,">1 party, dvr prime fault",Full,,European
1,2802035,Female, 22,Not injured,2,">1 party, no dvr fault",Full,,Asian
1,2802035,Male, 23,Minor,1,">1 party, dvr prime fault",Restricted,,European
1,2802117,Male, 50,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2802128,Male, 19,Not injured,1,"1 veh, dvr at fault",Restricted,,Other Pacific Islander
1,2802130,Female, 21,Serious,2,">1 party, no dvr fault",Full,,European
1,2802130,Male, 34,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2802138,Male, 65,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2802242,Male, 24,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,2802279,Female, 36,Minor,2,">1 party, dvr prime fault",Full,,European
1,2802279,Female, 55,Serious,1,">1 party, no dvr fault",Full,,European
1,2802281,Male, 46,Not injured,2,">1 party, no dvr fault",Full,,European
1,2802417,Female, 38,Serious,2,">1 party, dvr prime fault",Restricted,,Asian
1,2802417,Male, 45,Not injured,1,">1 party, no dvr fault",Full,,NZ Maori
1,2802437,Female, 42,Serious,2,">1 party, dvr prime fault",Full,,European
1,2802437,Male, 44,Not injured,1,">1 party, no dvr fault",Full,,Samoan
1,2802448,Female, 38,Serious,1,">1 party, dvr prime fault",Unknown,,European
1,2802448,Male, 47,Serious,2,">1 party, no dvr fault",Full,,Samoan
1,2802636,Male, 35,Minor,2,">1 party, dvr prime fault",Full,,European
1,2802636,Male, 56,Serious,1,">1 party, no dvr fault",Full,,European
1,2802642,Male, 64,Not injured,1,">1 party, no dvr fault",Full,,European
1,2802664,Female, 19,Not injured,2,">1 party, dvr prime fault",Never Licensed,,Samoan
1,2802664,Male, 42,Serious,1,">1 party, no dvr fault",Full,,European
1,2802740,Male, 51,Not injured,2,">1 party, dvr prime fault",Full,,Asian
1,2802740,Male, 56,Serious,1,">1 party, dvr part fault",Full,,European
1,2802932,Male, 16,Minor,1,"1 veh, dvr at fault",Restricted,,European
1,2802963,Female, 28,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,2802988,Male, 19,Not injured,1,">1 party, no dvr fault",Full,,European
1,2802989,Male, 34,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,2802996,Male, 24,Serious,1,"1 veh, dvr at fault",Full,,European
1,2803085,Male, 47,Serious,1,">1 party, dvr prime fault",Full,,Other
1,2803086,Male, 21,Serious,1,">1 party, dvr prime fault",Learner,,European
1,2803090,Male, 38,Not injured,1,">1 party, dvr part fault",Full,,Unknown
1,2803090,Male, 57,Serious,2,">1 party, dvr prime fault",Full,,Unknown
1,2803139,Female, 23,Minor,1,">1 party, no dvr fault",Full,,European
1,2803224,Female, 48,Not injured,2,">1 party, dvr prime fault",Full,,NZ Maori
1,2803225,Male, 39,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2803241,Male, 24,Not injured,1,">1 party, no dvr fault",Full,,European
1,2803406,Female, 57,Serious,1,">1 party, no dvr fault",Full,,European
1,2803406,Male, 51,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2803439,Male, 29,Not injured,1,">1 party, dvr prime fault",Full,,Asian
1,2803469,Female, 59,Not injured,1,">1 party, no dvr fault",Full,,Unknown
1,2803470,Male, 41,Serious,1,">1 party, dvr prime fault",Full,,European
1,2803470,Male, 63,Not injured,2,">1 party, no dvr fault",Full,,NZ Maori
1,2803476,Female, 31,Not injured,1,">1 party, no dvr fault",Restricted,,Asian
1,2803480,Male, 76,Not injured,2,">1 party, dvr prime fault",Unknown,,European
1,2803504,Female, 25,Not injured,2,">1 party, no dvr fault",Restricted,,Asian
1,2803656,Male, 25,Not injured,2,">1 party, dvr part fault",Learner,,Asian
1,2803659,Male, 26,Not injured,1,">1 party, dvr prime fault",Full,,Asian
1,2803730,Male, 35,Not injured,1,">1 party, dvr prime fault",Unknown,,European
1,2803736,Female, 49,Minor,1,">1 party, dvr prime fault",Full,,European
1,2803736,Male, 26,Serious,2,">1 party, no dvr fault",Full,,European
1,2803916,Female, 48,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2803932,Female, 26,Not injured,2,">1 party, no dvr fault",Full,,Tokelauan
1,2803932,Male, 39,Serious,1,">1 party, dvr prime fault",Disqualified,,European
1,2803963,Female, 22,Not injured,2,">1 party, no dvr fault",Full,,European
1,2803963,Female, 25,Serious,1,">1 party, dvr prime fault",Full,,European
1,2804026,Female, 30,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2804030,Female, 44,Not injured,1,">1 party, dvr prime fault",Full,,Asian
1,2804078,Male, 58,Minor,1,">1 party, dvr prime fault",Full,,Niuean
1,2804097,Female, 46,Minor,2,">1 party, no dvr fault",Full,,European
1,2804097,Male, 17,Serious,1,">1 party, dvr prime fault",Full,,European
1,2804200,Male, 20,Minor,2,">1 party, dvr prime fault",Restricted,,European
1,2804200,Male, 39,Serious,1,">1 party, no dvr fault",Full,,Other
1,2804207,Female, 53,Minor,1,">1 party, no dvr fault",Full,,Samoan
1,2804207,Male, 55,Not injured,2,">1 party, dvr prime fault",Full,,Asian
1,2804217,Male, 66,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2804234,Male, 19,Serious,1,"1 veh, dvr at fault",Full,,NZ Maori
1,2804247,Male, 51,Serious,1,"1 veh, dvr at fault",Full,,NZ Maori
1,2804248,Female, 19,Serious,1,">1 party, dvr prime fault",Learner,,Other Pacific Islander
1,2804248,Male, 55,Minor,2,">1 party, no dvr fault",Full,,European
1,2804256,Female, 20,Minor,1,">1 party, dvr prime fault",Restricted,,European
1,2804256,Male, 35,Serious,2,">1 party, no dvr fault",Full,,European
1,2804268,Male, 20,Serious,1,"1 veh, dvr at fault",Full,,European
1,2804274,Female, 45,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2804274,Male, 20,Serious,1,">1 party, no dvr fault",Full,,Asian
1,2804426,Male, 28,Not injured,2,">1 party, dvr prime fault",Learner,,Samoan
1,2804426,Male, 35,Serious,1,">1 party, no dvr fault",Expired,,European
1,2804443,Female, 31,Serious,1,"1 veh, dvr at fault",Learner,,European
1,2804447,Male, 56,Not injured,1,">1 party, dvr prime fault",Full,,NZ Maori
1,2804452,Female, 61,Serious,1,"1 veh, dvr at fault",Full,,NZ Maori
1,2804456,Male, 44,Not injured,1,">1 party, no dvr fault",Full,,European
1,2804487,Male, 26,Not injured,1,">1 party, dvr prime fault",Full,,Samoan
1,2804488,Male, 19,Serious,1,"1 veh, dvr at fault",Learner,,Asian
1,2804648,Male, 18,Minor,1,"1 veh, dvr at fault",Full,,Asian
1,2804666,Female, 50,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,2804800,Female, 43,Not injured,2,">1 party, dvr prime fault",Full,,Asian
1,2804800,Male, 20,Serious,1,">1 party, no dvr fault",Full,,European
1,2804829,Female, 18,Serious,2,">1 party, dvr prime fault",Restricted,,European
1,2804829,Male, 41,Not injured,1,">1 party, no dvr fault",Full,,NZ Maori
1,2804984,Male, 19,Not injured,2,">1 party, dvr prime fault",Full,,Unknown
1,2804985,Male, 28,Minor,1,">1 party, dvr prime fault",Full,,European
1,2805021,Male, 20,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2805181,Female, 66,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2805181,Male, 41,Serious,1,">1 party, no dvr fault",Learner,,Other
1,2805375,Male, 43,Serious,1,">1 party, no dvr fault",Full,,European
1,2805375,Male, 55,Not injured,2,">1 party, dvr prime fault",Full,,NZ Maori
1,2805390,Male, 18,Serious,1,"1 veh, dvr at fault",Forbidden,,Samoan
1,2805452,Female, 23,Not injured,1,">1 party, dvr prime fault",Learner,,NZ Maori
1,2805452,Male, 59,Not injured,2,">1 party, no dvr fault",Full,,European
1,2805515,Female, 34,Serious,1,">1 party, dvr prime fault",Restricted,,Other
1,2805626,Female, 18,Serious,1,"1 veh, dvr at fault",Learner,,Samoan
1,2805673,Unknown,,Not injured,1,">1 party, dvr prime fault",Unknown,,Unknown
1,2805702,Male, 18,Not injured,1,"1 veh, dvr at fault",Full,,European
1,2805704,Male, 47,Serious,1,"1 veh, dvr at fault",Disqualified,,NZ Maori
1,2805705,Female, 33,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,2805709,Female, 25,Serious,1,">1 party, dvr prime fault",Full,,European
1,2805709,Female, 30,Minor,2,">1 party, no dvr fault",Full,,European
1,2805712,Male, 20,Serious,1,"1 veh, dvr at fault",Restricted,,Other
1,2805790,Male, 21,Serious,1,"1 veh, dvr at fault",Full,,Unknown
1,2805796,Male, 22,Serious,1,"1 veh, dvr at fault",Full,,European
1,2805883,Male, 48,Serious,1,">1 party, dvr prime fault",Full,,European
1,2805883,Unknown,,Not injured,2,">1 party, no dvr fault",Unknown,,Unknown
1,2805914,Male, 46,Minor,1,"1 veh, dvr at fault",Full,,European
1,2806097,Female, 29,Serious,1,"1 veh, dvr at fault",Learner,,NZ Maori
1,2806098,Male, 84,Serious,1,"1 veh, dvr at fault",Full,,European
1,2806119,Male, 43,Not injured,1,">1 party, no dvr fault",Full,,Unknown
1,2806121,Female, 35,Not injured,1,">1 party, no dvr fault",Full,,Unknown
1,2806121,Male, 83,Serious,2,">1 party, dvr prime fault",Unknown,,Unknown
1,2806207,Female, 19,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2806207,Male, 29,Serious,2,">1 party, no dvr fault",Restricted,,Asian
1,2806234,Female, 41,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2806248,Male, 48,Serious,1,">1 party, dvr part fault",Full,,Asian
1,2806248,Male, 53,Serious,2,">1 party, no dvr fault",Full,,European
1,2806266,Female, 16,Not injured,1,">1 party, dvr prime fault",Restricted,,European
1,2806266,Male, 24,Not injured,3,">1 party, no dvr fault",Restricted,,Asian
1,2806266,Male, 25,Not injured,2,">1 party, no dvr fault",Full,,European
1,2806339,Male, 44,Not injured,1,">1 party, no dvr fault",Full,,European
1,2806377,Male, 30,Serious,1,">1 party, dvr prime fault",Unknown,,NZ Maori
1,2806394,Male, 42,Minor,1,">1 party, no dvr fault",Full,,Asian
1,2806394,Unknown,,Not injured,2,">1 party, dvr prime fault",Unknown,,Unknown
1,2806461,Male, 54,Not injured,1,">1 party, no dvr fault",Full,,European
1,2806481,Female, 28,Not injured,1,">1 party, dvr prime fault",Never Licensed,,NZ Maori
1,2806481,Male, 49,Serious,2,">1 party, no dvr fault",Full,,European
1,2806488,Male, 45,Serious,1,"1 veh, dvr at fault",Full,,Asian
1,2806521,Female, 36,Serious,1,"1 veh, dvr at fault",Full,,NZ Maori
1,2806535,Male, 16,Serious,1,">1 party, dvr prime fault",Never Licensed,,European
1,2806558,Male, 19,Minor,2,">1 party, dvr prime fault",Full,,European
1,2806583,Male, 32,Not injured,1,">1 party, dvr prime fault",Full,,Unknown
1,2806595,Female, 49,Serious,2,">1 party, no dvr fault",Full,,European
1,2806595,Male, 14,Serious,1,">1 party, dvr prime fault",Learner,,European
1,2806614,Male, 24,Not injured,2,">1 party, no dvr fault",Full,,Asian
1,2806614,Male, 37,Serious,3,">1 party, no dvr fault",Full,,European
