"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT",,"EASTING","NORTHING"
"EAST COAST ROAD","1700","N","PURIRI AVENUE","2905409","10/09/2009","Thu","0700","SUV1 NBD on EAST COAST ROAD lost control turning right, SUV1 hit Water/River on right hand bend ","SUV1 alcohol test above limit or test refused","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1804595","5892545",
"EAST COAST ROAD","250","N","SPUR ROAD","2802691","16/03/2008","Sun","2045","CAR1 SBD on EAST COAST ROAD lost control turning left, CAR1 hit Fence","CAR1 alcohol test above limit or test refused, failed to notice bend in road","Dry","Dark","Fine","Unknown","Nil","0","1","0","1749216","5943921",
"EAST COAST ROAD","","I","SPUR ROAD","2806259","17/12/2008","Wed","1540","CAR2 turning right hit by oncoming SUV1 SBD on EAST COAST ROAD ","CAR2 failed to give way when turning to non-turning traffic, new driver showed inexperience  ENV: visibility limited by curve","Dry","Bright Sun","Fine","T Type Junction","Stop Sign","0","1","1","1749276","5943680",
"EAST COAST ROAD","","I","SPUR ROAD","2801810","04/03/2008","Tue","0925","CAR1 SBD on EAST COAST ROAD hit CAR2 turning right onto EAST COAST ROAD from the left","CAR2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Wet","Overcast","Light Rain","T Type Junction","Stop Sign","0","1","0","1749276","5943680",
"EAST COAST ROAD","25","N","SUNRISE AVENUE","2805576","12/10/2008","Sun","0240","CAR1 SBD on EAST COAST ROAD swinging wide hit CAR2 head on","CAR1 alcohol test above limit or test refused, swung wide on bend","Dry","Dark","Fine","T Type Junction","Nil","0","1","1","1755068","5932941",
"EAST COAST ROAD","","I","TAVERN ROAD","2803030","30/05/2008","Fri","0759","SUV2 turning right hit by oncoming CAR1 SBD on EAST COAST ROAD ","SUV2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction","Wet","Overcast","Fine","T Type Junction","Stop Sign","0","1","0","1749560","5945448",
"EAST COAST ROAD","20","N","WILLIAM SOUTER ST","201006473","05/12/2010","Sun","2216","CAR1 SBD on EAST COAST ROAD lost control on straight and hit BUS2 head on","CAR1 alcohol test above limit or test refused, too fast on straight, lost control","Dry","Dark","Fine","Unknown","Nil","0","1","1","1756294","5931074",
"EAST MINE ROAD","300","S","RALPH ROAD","2805104","13/09/2008","Sat","0225","MOTOR CYCLE1 NBD on EAST MINE ROAD hit obstruction, MOTOR CYCLE1 hit Stray Animal","ENV: fog or mist, farm animal straying","Wet","Dark","Mist","Unknown","Nil","0","1","0","1791353","5843758",
"EAST MINE ROAD","","I","RUSSELL ROAD","201101504","15/02/2011","Tue","1845","VAN1 SBD on EAST MINE ROAD lost control turning right, VAN1 hit Ditch on right hand bend ","VAN1 alcohol test above limit or test refused, too fast entering corner, lost control when turning  ENV: heavy rain","Wet","Overcast","Heavy Rain","T Type Junction","Give Way Sign","0","1","1","1791025","5844098",
"EAST ST","","I","ELLIOT ST","2804869","04/09/2008","Thu","1820","CAR2 turning right hit by oncoming MOTOR CYCLE1 SBD on EAST ST ","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction","Dry","Dark","Fine","X Type Junction","Traffic Signal","0","1","0","1772561","5896382",
"EAST ST","","I","HAVELOCK ST","2823539","15/12/2008","Mon","0935","CAR1 SBD on EAST ST hit MOPED2 crossing at right angle from right","CAR1 did not stop at steady red light","Wet","Overcast","Light Rain","X Type Junction","Traffic Signal","0","1","0","1499528","5138058",
"EAST ST","50","N","HAYBITTLE ST","2813796","10/12/2008","Wed","0800","CYCLIST1 (Age 13)SBD on EAST ST hit turning TRUCK2 ","CYCLIST1 driving or riding on footpath  TRUCK2 didnt see/look when visibility limited by roadside features  ENV: visibility limited by hedge or fence, entering or leaving other commercial","Dry","Overcast","Fine","Driveway","Nil","0","1","0","1819004","5543366",
"EAST ST","15","W","KOWHAI PLACE","201205141","02/12/2012","Sun","1648","CAR1 EBD on EAST ST lost control on curve and hit SUV2 head on","CAR1 lost control due to road conditions, attention diverted by cell phone  ENV: road slippery (rain)","Wet","Twilight","Light Rain","Unknown","Nil","0","1","0","1769833","5881474",
"EAST ST","60","W","KOWHAI PLACE","201202469","11/04/2012","Wed","1634","CAR1 EBD on EAST ST lost control on curve and hit VAN2 head on","CAR1 alcohol suspected, too fast entering corner, lost control when turning","Wet","Overcast","Light Rain","Unknown","Nil","0","1","2","1769788","5881467",
"EAST ST","","I","PEACHGROVE ROAD","2904017","08/06/2009","Mon","1558","SUV1 NBD on PEACHGROVE ROAD turning right hit PEDESTRIAN crossing EAST ST from right","PEDESTRIAN2 crossing heedless of traffic","Dry","Overcast","Fine","X Type Junction","Give Way Sign","0","1","0","1802470","5816456",
"EAST ST","","I","PEACHGROVE ROAD","2903479","27/06/2009","Sat","1231","VAN1 NBD on PEACHGROVE ROAD turning right hit PEDESTRIAN crossing EAST ST from left","VAN1 attention diverted by other traffic  PEDESTRIAN2 waiting on roadway for moving traffic","Wet","Overcast","Light Rain","X Type Junction","Give Way Sign","0","1","0","1802470","5816456",
"EAST ST","","I","PETER ST","2821960","08/03/2008","Sat","1105","CAR2 turning right hit by oncoming MOTOR CYCLE1 SBD on EAST ST ","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction, impared ability due to old age","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","1","1499795","5138305",
"EAST ST","15","S","SH 1S","201023394","18/12/2010","Sat","1645","CAR1 EBD on EAST ST lost control on curve and hit MOTOR CYCLE2 head on, CAR1 hit Parked Vehicle, CAR3 hit Parked Vehicle, CAR4 hit Parked Vehicle","CAR1 alcohol test below limit, illness with no warning (eg heart attack)","Dry","Bright Sun","Fine","Unknown","N/A","0","1","1","1499123","5137702",
"EAST ST","","I","WALNUT AVENUE","201122954","31/10/2011","Mon","0820","MOPED2 turning right hit by oncoming CAR1 WBD on EAST ST ","CAR1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","1","0","1500149","5138635",
"EAST TAMAKI ROAD","30","W","ACCENT DRIVE","201105446","16/12/2011","Fri","1537","CAR1 EBD on EAST TAMAKI ROAD lost control; went off road to right","CAR1 alcohol suspected, too fast on straight","Wet","Overcast","Light Rain","Unknown","Nil","0","1","0","1769213","5908833",
"EAST TAMAKI ROAD","150","W","ACCENT DRIVE","201006359","13/05/2010","Thu","0040","CAR1 EBD on EAST TAMAKI ROAD lost control turning left, CAR1 hit Fence, Post Or Pole","CAR1 alcohol test above limit or test refused, too fast entering corner","Dry","Dark","Fine","Unknown","Nil","0","1","1","1769112","5908768",
"EAST TAMAKI ROAD","50","S","BIRMINGHAM ROAD","2801655","12/02/2008","Tue","1030","CAR1 SBD on EAST TAMAKI ROAD hit TRUCK2 doing driveway manoeuvre","TRUCK2 didnt see/look behind when reversing/manoeuvering  ENV: heavy rain, entering or leaving industrial site","Wet","Overcast","Heavy Rain","Driveway","Nil","0","1","0","1768269","5908242",
"EAST TAMAKI ROAD","120","E","FERGUSON ROAD","201103052","24/05/2011","Tue","2228","CAR1 EBD on EAST TAMAKI ROAD hit PEDESTRIAN crossing road from left side","CAR1 alcohol suspected","Dry","Dark","Fine","Unknown","Nil","0","1","0","1767541","5907680",
"EAST TAMAKI ROAD","","I","OTARA ROAD","201104017","29/07/2011","Fri","2035","CAR2 turning right hit by oncoming MOTOR CYCLE1 WBD on EAST TAMAKI ROAD ","CAR2 failed to give way when turning to non-turning traffic","Dry","Dark","Fine","T Type Junction","Traffic Signal","0","1","0","1766444","5907620",
"EAST TAMAKI ROAD","25","W","PRESTON ROAD","201102496","17/03/2011","Thu","0810","CAR1 EBD on EAST TAMAKI ROAD lost control; went off road to right, CAR1 hit Traffic Island, Tree","CAR1 attention diverted by driver dazzled by sun/lights  ENV: dazzling sun","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1768133","5907845",
"EAST TAMAKI ROAD","","I","SPRINGS ROAD","201203003","22/06/2012","Fri","1525","TRUCK1 NBD on EAST TAMAKI ROAD hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing road, running heedless of traffic","Dry","Overcast","Fine","T Type Junction","Traffic Signal","0","1","0","1768350","5908566",
"EASTERN HUTT ROAD","","I","CAMBRIDGE TERRACE","2813348","18/06/2008","Wed","0722","CAR1 SBD on EASTERN HUTT ROAD turning right hit CYCLIST2 (Age 72)turning right into EASTERN HUTT ROAD ","CAR1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Twilight","Fine","T Type Junction","Give Way Sign","0","1","0","1763961","5438338",
"EASTERN HUTT ROAD","","I","ELDON GROVE","201013644","11/11/2010","Thu","2252","CAR1 SBD on EASTERN HUTT ROAD lost control turning right, CAR1 hit Post Or Pole on right hand bend ","CAR1 too fast entering corner, evading enforcement","Dry","Dark","Fine","T Type Junction","Nil","0","1","0","1765047","5440045",
"EASTERN HUTT ROAD","100","S","FERGUSSON DRIVE","201013698","24/11/2010","Wed","1345","CAR1 SBD on EASTERN HUTT ROAD lost control; went off road to left, CAR1 hit Tree","CAR1 too fast for conditions, illness and disability","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1767852","5443127",
"EASTERN HUTT ROAD","200","S","FERGUSSON DRIVE","201013559","24/11/2010","Wed","1545","CAR1 SBD on EASTERN HUTT ROAD lost control turning left, CAR1 hit Tree","CAR1 lost control, illness and disability","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1767761","5443131",
"EASTERN HUTT ROAD","150","N","HIGH ST","2812437","29/06/2008","Sun","2011","VAN1 NBD on EASTERN HUTT ROAD lost control turning left, VAN1 hit Slip Or Flood, Post Or Pole","VAN1 lost control due to road conditions  ENV: road obstructed (flood waters)","Wet","Dark","Heavy Rain","Unknown","Nil","0","1","1","1765590","5441015",
"EASTERN HUTT ROAD","20","N","REYNOLDS BACH ROAD","201211886","26/05/2012","Sat","2341","CAR1 NBD on EASTERN HUTT ROAD lost control; went off road to left, CAR1 hit Guard Rail","CAR1 too far left/right, attention diverted by cigarette etc, new driver showed inexperience","Dry","Dark","Fine","Unknown","Nil","0","1","0","1767275","5442715",
"EASTERN HUTT ROAD","300","N","REYNOLDS BACH ROAD","2812674","09/08/2008","Sat","0938","MOPED1 NBD on EASTERN HUTT ROAD lost control; went off road to left","MOPED1 too far left/right, lost control","Wet","Overcast","Light Rain","Unknown","Nil","0","1","0","1767496","5442885",
"EASTERN HUTT ROAD","100","S","REYNOLDS BACH ROAD","2810079","11/12/2008","Thu","1910","CAR1 NBD on EASTERN HUTT ROAD lost control turning right, CAR1 hit Fence, Guard Rail, Post Or Pole on right hand bend ","CAR1 alcohol test above limit or test refused, drugs proven, too fast entering corner, lost control when turning","Dry","Overcast","Fine","Unknown","Nil","2","0","1","1767164","5442670",
"EASTERN HUTT ROAD","400","S","STOKES VALLEY ROAD","2813051","08/08/2008","Fri","1345","CAR1 SBD on EASTERN HUTT ROAD lost control; went off road to left","CAR1 alcohol test result unknown, drugs suspected, fatigue (drowsy, tired, fell asleep)","Wet","Overcast","Light Rain","Unknown","Nil","0","1","0","1765846","5441310",
"EASTERN HUTT ROAD","","I","STOKES VALLEY ROAD","201112038","30/05/2011","Mon","0630","MOTOR CYCLE1 SBD on EASTERN HUTT ROAD hit CAR2 turning right onto EASTERN HUTT ROAD from the left","CAR2 failed to give way at give way sign, didnt see/look when visibility limited by roadside features","Dry","Dark","Fine","Roundabout","Give Way Sign","0","1","0","1766231","5441473",
"EASTERN TAUPO ARTIERIAL","1000","S","CENTENNIAL DRIVE","201104815","03/07/2011","Sun","1636","VAN1 SBD on EASTERN TAUPO ARTIERIAL lost control on straight and hit CAR2 head on, TRUCK3 hit Guard Rail","VAN1 attention diverted  TRUCK3 suddenly swerved to avoid vehicle","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1870933","5714990",
"EASTON PARK PARADE","50","N","GLADYS AVENUE S","201105180","17/09/2011","Sat","1520","MOTOR CYCLE1 SBD on EASTON PARK PARADE hit rear end of CAR2 stop/slow for queue","MOTOR CYCLE1 failed to notice car slowing","Dry","Overcast","Light Rain","Unknown","Nil","0","1","0","1753047","5928383",
"EASTON PARK PARADE","50","W","MANUKA ROAD","201005050","14/10/2010","Thu","1520","CAR1 WBD on EASTON PARK PARADE hit PEDESTRIAN attend vehicle, CAR1 hit Parked Vehicle","CAR1 too far left/right","Dry","Overcast","Fine","Unknown","N/A","0","2","0","1753118","5928733",
"EBENEZER WAY","50","S","PALMERS ROAD","201102492","22/03/2011","Tue","1855","SUV1 NBD on EBENEZER WAY hit CYCLIST2 (Age 6)crossing at right angle from right","CYCLIST2 failed to give way entering roadway not from driveway or intersection","Dry","Twilight","Fine","Unknown","Nil","0","1","0","1765724","5899462",
"EDEN ST","","I","ROONEYS ROAD","2823756","27/12/2008","Sat","0130","CAR1 NBD on EDEN ST lost control turning right, CAR1 hit Post Or Pole on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Dark","Fine","T Type Junction","Nil","0","1","1","1439423","5005382",
"EDENDALE-SEAWARD DOWNS RO","","I","MATAI ROAD WEST","201021937","17/02/2010","Wed","1241","CAR1 SBD on EDENDALE-SEAWARD DOWNS RO hit SUV2 crossing at right angle from right, CAR1 hit Ditch","SUV2 failed to give way at give way sign, inattentive, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","1","0","1274568","4858654",
"EDGECUMBE ROAD","90","S","FOURTH AVENUE","201103676","24/07/2011","Sun","0340","CAR1 SBD on EDGECUMBE ROAD hit PEDESTRIAN","CAR1 alcohol test below limit, intentional collision  ENV: road slippery (rain), entering or leaving private house / farm","Wet","Dark","Light Rain","Driveway","N/A","0","1","0","1878750","5823770",
"EDGEWARE ROAD","15","E","COLOMBO ST","2921961","10/01/2009","Sat","1057","CAR1 EBD on EDGEWARE ROAD hit PEDESTRIAN crossing road from right side","CAR1 failed to give way to ped on a xing","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1570641","5182103",
"EDGEWARE ROAD","","I","COLOMBO ST","201221590","23/03/2012","Fri","0820","CYCLIST1 (Age 28)WBD on EDGEWARE ROAD hit CAR2 turning right onto EDGEWARE ROAD from the left","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","1","0","1570626","5182103",
"EDGEWARE ROAD","","I","SPRINGFIELD ROAD","2923104","15/09/2009","Tue","1058","CAR1 WBD on EDGEWARE ROAD hit CAR2 crossing at right angle from right","CAR1 did not stop at stop sign, inattentive: failed to notice intersection or its stop/give way control, impared ability due to old age","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","2","0","1570298","5182104",
"EDINBURGH ST","","I","EDINBURGH LANE","201005780","28/10/2010","Thu","1030","CAR1 NBD on EDINBURGH ST hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing heedless of traffic","Dry","Bright Sun","Fine","T Type Junction","Nil","0","1","0","1768949","5881246",
"EDINBURGH ST","50","N","TOBIN ST","2806274","07/12/2008","Sun","1610","MOTOR CYCLE1 NBD on EDINBURGH ST hit CAR2 turning right onto EDINBURGH ST from the left","CAR2 failed to give way when turning to non-turning traffic, failed to give way at driveway, didnt see/look when required to give way to traffic from another direction  ENV: entering or leaving other commercial","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1768962","5881401",
"EDMONTON ROAD","","I","ALDERMAN DRIVE","2906215","30/11/2009","Mon","1702","CAR1 WBD on EDMONTON ROAD hit MOTOR CYCLE2 crossing at right angle from right","CAR1 failed to give way at give way sign","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","1","0","1745732","5917403",
"EDMONTON ROAD","","I","CENTRAL PARK DRIVE","2806534","01/06/2008","Sun","0230","CAR1 SBD on EDMONTON ROAD lost control turning left, CAR1 hit Other","CAR1 too fast entering corner, lost control when turning","Dry","Dark","Mist","T Type Junction","Traffic Signal","0","1","0","1746075","5918138",
"EDMONTON ROAD","60","N","GREAT NORTH ROAD","201204664","17/09/2012","Mon","1635","SUV1 NBD on EDMONTON ROAD hit PEDESTRIAN crossing road from right side","SUV1 obstruction on roadway, attention diverted by other traffic  PEDESTRIAN2 waiting on roadway for moving traffic","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1745734","5917285",
"EDMONTON ROAD","","I","GREAT NORTH ROAD","201104372","03/09/2011","Sat","0940","TRUCK1 EBD on GREAT NORTH ROAD hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing heedless of traffic","Dry","Overcast","Fine","X Type Junction","Traffic Signal","0","1","0","1745733","5917225",
"EDMONTON ROAD","25","E","SCHOOL ROAD","201005353","17/10/2010","Sun","1230","CYCLIST1 (Age 14)WBD on EDMONTON ROAD hit turning CAR2 ","CYCLIST1 driving or riding on footpath  ENV: entering or leaving other commercial","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1746456","5918751",
"EDMONTON ROAD","20","W","TE ATATU ROAD","201105328","09/12/2011","Fri","1755","CAR1 EBD on EDMONTON ROAD hit PEDESTRIAN crossing road from right side","CAR1 alcohol suspected, misjudged intentions of another party  PEDESTRIAN2 crossing heedless of traffic","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1746788","5918822",
"EDMONTON ROAD","500","W","TE ATATU ROAD","2900087","19/05/2009","Tue","2015","CAR1 EBD on EDMONTON ROAD lost control; went off road to left, CAR1 hit Traffic Sign","CAR1 alcohol suspected, too fast on straight, lost control","Dry","Dark","Fine","Unknown","Nil","1","0","0","1746356","5918654",
"EDMUND ROAD","","I","JOANNE CRESCENT","201101197","23/01/2011","Sun","0222","CAR1 NBD on EDMUND ROAD lost control turning right, CAR1 hit Post Or Pole on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning, worn tread on tyre","Wet","Dark","Heavy Rain","T Type Junction","Nil","0","3","1","1881667","5774332",
"EDMUND ROAD","140","N","NAIRN ROAD","2901275","17/01/2009","Sat","0752","CYCLIST1 NBD on EDMUND ROAD changing lanes/overtaking to right hit TAXI2 ","CYCLIST1 didnt see/look behind when changing lanes, position or direction","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1881852","5773971",
"EDSEL ST","50","S","GREAT NORTH ROAD","201202851","17/05/2012","Thu","1759","MOTOR CYCLE1 NBD on EDSEL ST hit CAR2 turning right onto EDSEL ST from the left","CAR2 failed to give way at driveway  ENV: entering or leaving shopping complex","Dry","Dark","Fine","Driveway","Nil","0","1","0","1745724","5917176",
"EDWARDS ROAD","830","W","MOUTERE HIGHWAY","201013543","27/12/2010","Mon","1609","MOTOR CYCLE1 WBD on EDWARDS ROAD lost control but did not leave the road, MOTOR CYCLE1 hit Fence","MOTOR CYCLE1 too fast on straight","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1598717","5441883",
"EDWARDS ROAD","","I","WAIWHERO ROAD","201011422","12/03/2010","Fri","1951","CAR1 WBD on EDWARDS ROAD missed inters or end of road, CAR1 hit Cliff Bank, Ditch","CAR1 too fast on straight","Dry","Twilight","Fine","T Type Junction","Nil","0","1","0","1596903","5442041",
"EGLINTON ROAD","","I","PARKHILL AVENUE","2922697","31/07/2009","Fri","1445","CAR2 turning right hit by oncoming CYCLIST1 (Age 26)EBD on EGLINTON ROAD ","CAR2 failed to give way when turning to non-turning traffic, inattentive","Dry","Bright Sun","Fine","T Type Junction","Nil","0","1","0","1404652","4915997",
"EGMONT ROAD","","I","HENWOOD ROAD","2811263","30/01/2008","Wed","0400","CAR1 NBD on EGMONT ROAD cutting corner hit VAN2 head on","CAR1 cutting corner at intersection","Dry","Twilight","Fine","T Type Junction","Give Way Sign","0","1","1","1698865","5674694",
"EGMONT ROAD","1200","S","KATERE ROAD","2814002","21/09/2008","Sun","1440","MOTOR CYCLE1 EBD on EGMONT ROAD missed inters or end of road","MOTOR CYCLE1 lost control due to vehicle fault, service brake failed  ENV: entering or leaving private house / farm","Dry","Overcast","Fine","Driveway","Nil","0","1","0","1697821","5676201",
"EGMONT ROAD","270","S","UNION ROAD","2813634","17/11/2008","Mon","0750","CAR1 NBD on EGMONT ROAD lost control on curve and hit CAR2 head on","CAR1 lost control due to road conditions  ENV: road slippery (loose material on seal), heavy rain","Wet","Overcast","Heavy Rain","Unknown","Nil","0","1","2","1699240","5673171",
"EGMONT ST","","I","KING ST","201112791","29/10/2011","Sat","1206","MOTOR CYCLE1 NBD on EGMONT ST overtaking hit CAR2 turning right","MOTOR CYCLE1 too fast on straight, overtaking vehicle signaling right turn, inattentive, new driver showed inexperience","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","1","1","1692708","5676257",
"ELEVENTH AVENUE","","I","ELEVENTH OFF SBD","2902034","28/02/2009","Sat","1715","CAR1 EBD on ELEVENTH AVENUE hit CAR2 turning right onto ELEVENTH AVENUE from the left","CAR1 did not stop at steady red light, failed to notice traffic lights  ENV: heavy rain","Wet","Overcast","Heavy Rain","T Type Junction","Traffic Signal","0","1","2","1878140","5823136",
"ELGIN ROAD","10","S","BUCKINGHAM ST","2822616","22/07/2008","Tue","1800","CAR1 NBD on ELGIN ROAD hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing road, running heedless of traffic, pedestrian unsupervised child","Wet","Twilight","Fine","T Type Junction","Nil","0","1","0","1403951","4915105",
"ELIOT ST","30","N","HERRICK WAY","2902073","04/04/2009","Sat","2030","CAR1 NBD on ELIOT ST hit PEDESTRIAN","CAR1 alcohol test above limit or test refused, emotionally upset/road rage, intimidating driving","Dry","Twilight","Fine","Unknown","N/A","0","1","0","1801994","5817720",
"ELIZABETH DRIVE","","I","EDWARD ST","2902726","09/05/2009","Sat","0335","CAR1 EBD on EDWARD ST missed inters or end of road, CAR1 hit Kerb, Other","CAR1 alcohol test above limit or test refused, too fast on straight","Wet","Dark","Light Rain","T Type Junction","Nil","0","1","0","1850031","5765652",
"ELIZABETH ST","60","N","BRICE ST","2802592","05/02/2008","Tue","0851","CAR1 NBD on ELIZABETH ST lost control turning right, CAR1 hit Other on right hand bend ","CAR1 attention diverted by passengers, wrong pedal  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","N/A","0","1","3","1869880","5713473",
"ELIZABETH ST","20","W","MATILDA ST","2921625","04/04/2009","Sat","1710","MOTOR CYCLE1 WBD on ELIZABETH ST hit VEHB manoeuvring, MOTOR CYCLE1 hit Fence, House Or Bldg","MOTOR CYCLE1 driving unfamiliar vehicle, wrong pedal  ENV: entering or leaving private house / farm","Dry","Twilight","Fine","Driveway","Nil","0","1","0","1460138","5082776",
"ELIZABETH ST","20","N","SH 1S","2920033","06/07/2009","Mon","1422","TRUCK1 entering/leaving driveway hit PEDESTRIAN walking on footpath","TRUCK1 failed to give way to ped on footpath or verge  ENV: entering or leaving other commercial","Dry","Overcast","Fine","Driveway","Nil","1","0","0","1348644","4874393",
"ELLERSLIE-PANMURE HIGHWAY","60","W","ELLERSLIE PARK ROAD","201100031","17/03/2011","Thu","1830","MOTOR CYCLE1 EBD on ELLERSLIE-PANMURE HIGHWAY lost control turning left, MOTOR CYCLE1 hit Fence, Guard Rail","MOTOR CYCLE1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","Unknown","Nil","1","0","0","1762019","5914768",
"ELLERSLIE-PANMURE HIGHWAY","","I","FERNDALE ROAD","201103143","22/06/2011","Wed","0815","CAR2 turning right hit by oncoming CYCLIST1 (Age 55)EBD on ELLERSLIE-PANMURE HIGHWAY ","CYCLIST1 attention diverted by other traffic  CAR2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction  ENV: entering or leaving other non-commercial","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1763128","5915005",
"ELLERSLIE-PANMURE HIGHWAY","","I","MOUNT WELLINGTON HIGHWAY","201103842","08/07/2011","Fri","0243","VAN1 NBD on MOUNT WELLINGTON HIGHWAY missed inters or end of road, VAN1 hit House Or Bldg","VAN1 alcohol test below limit, too fast to give way at intersection","Wet","Dark","Light Rain","T Type Junction","Traffic Signal","0","1","0","1764428","5914898",
"ELLERTON VALHALLA ROAD","","A","VALHALLA STM BR","2922585","23/08/2009","Sun","0810","MOTOR CYCLE1 SBD on ELLERTON VALHALLA ROAD lost control turning left, MOTOR CYCLE1 went Over Bank","MOTOR CYCLE1 too fast entering corner, lost control when turning, new driver showed inexperience","Dry","Twilight","Fine","Unknown","N/A","0","2","0","1681938","5348720",
"ELLERY ST","","I","HERSCHEL ST","2901254","04/01/2009","Sun","1953","CAR1 EBD on ELLERY ST hit VAN2 crossing at right angle from right","CAR1 alcohol test above limit or test refused  VAN2 failed to give way at give way sign","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","1","0","1789602","5828309",
"ELLES ROAD","","I","MARTIN ST","2822112","27/05/2008","Tue","1510","CAR1 WBD on MARTIN ST turning right hit PEDESTRIAN crossing ELLES ROAD from left","CAR1 failed to give way when turning at signals to ped, attention diverted by driver dazzled by sun/lights  ENV: dazzling sun","Dry","Bright Sun","Fine","X Type Junction","Traffic Signal","0","1","0","1243625","4847931",
"ELLES ROAD","","I","TEVIOT ST","201221881","31/05/2012","Thu","1803","MOPED1 SBD on ELLES ROAD hit CAR2 U-turning from same direction of travel","CAR2 didnt see/look behind when changing lanes, position or direction","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","1","0","1243565","4848925",
"ELLESMERE JUNCTION ROAD","20","E","WEEDONS ROAD","2821612","09/03/2008","Sun","1245","MOTOR CYCLE1 EBD on ELLESMERE JUNCTION ROAD hit VAN2 U-turning from opposite direction of travel","VAN2 didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1556245","5167582",
"ELLESMERE ROAD","50","S","ROBINSONS ROAD","201021504","21/03/2010","Sun","1320","CYCLIST2 (Age 32)NBD on ELLESMERE ROAD lost control while being overtaken by TRUCK1 ","TRUCK1 too far left/right, attention diverted by other traffic, misjudged speed of own vehicle","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1561911","5170504",
"ELLESMERE ROAD","","I","TANCREDS ROAD","201221148","16/01/2012","Mon","1600","SUV1 NBD on ELLESMERE ROAD hit VAN2 crossing at right angle from right, VAN2 hit Post Or Pole","VAN2 failed to give way at stop sign, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","1","3","1560855","5168705",
"ELLESMERE ROAD","","I","TANCREDS ROAD","2822653","25/07/2008","Fri","1650","CAR1 NBD on ELLESMERE ROAD hit CAR2 crossing at right angle from right, CAR1 hit Fence, CAR2 hit Post Or Pole","CAR2 did not stop at stop sign, inattentive: failed to notice intersection or its stop/give way control","Wet","Overcast","Fine","X Type Junction","Stop Sign","0","1","1","1560855","5168705",
"ELLESMERE ROAD","100","S","TOSSWILL ROAD","201223028","18/12/2012","Tue","1800","TRUCK1 SBD on ELLESMERE ROAD lost control on straight and hit SUV2 head on","TRUCK1 alcohol test below limit, too far left/right, lost control, attention diverted by cigarette etc","Dry","Twilight","Fine","Unknown","N/A","0","1","2","1562349","5172466",
"ELLICE ROAD","","I","GIRRAHWEEN DRIVE","2806547","25/10/2008","Sat","0738","CAR1 SBD on ELLICE ROAD lost control turning right, CAR1 hit Parked Vehicle on right hand bend ","CAR1 too fast entering corner","Wet","Overcast","Light Rain","T Type Junction","Stop Sign","0","1","0","1754079","5929581",
