"crashID" "meshblockID" "urbanRural"
2837002 1163002 "Main urban area"
201031297 1162901 "Main urban area"
2943174 1163002 "Main urban area"
201033589 1163001 "Main urban area"
2842662 1155800 "Main urban area"
2936753 1163001 "Main urban area"
201130920 1156000 "Main urban area"
201239888 1155900 "Main urban area"
201240385 1155900 "Main urban area"
201201062 1155900 "Main urban area"
201033597 1163001 "Main urban area"
201135601 1184900 "Rural area with moderate urban influence"
2941173 1128800 "Independent Urban Area"
2940554 1158406 "Main urban area"
201044713 1158900 "Main urban area"
201043293 1158900 "Main urban area"
201234062 1279033 "Independent Urban Area"
2843663 1204401 "Main urban area"
2941081 1155000 "Main urban area"
2941951 1155000 "Main urban area"
201235465 1154800 "Main urban area"
201231121 1154800 "Main urban area"
2934559 1154800 "Main urban area"
201101406 1155000 "Main urban area"
201030064 1155000 "Main urban area"
201035076 1155000 "Main urban area"
2803788 1192202 "Main urban area"
201040841 1192201 "Main urban area"
201241207 1192203 "Main urban area"
2902377 1192201 "Main urban area"
2901235 1192203 "Main urban area"
2805949 1192203 "Main urban area"
201041892 1192201 "Main urban area"
201203301 1192202 "Main urban area"
201139134 1192202 "Main urban area"
201034193 1192202 "Main urban area"
201105694 1166900 "Main urban area"
2845043 1166900 "Main urban area"
201138367 1166900 "Main urban area"
2842757 1167000 "Main urban area"
2903737 1167000 "Main urban area"
201204874 1167000 "Main urban area"
201103933 1167000 "Main urban area"
201137132 1182800 "Independent Urban Area"
2943488 1339400 "Independent Urban Area"
2844675 1341100 "Independent Urban Area"
201236424 1340200 "Independent Urban Area"
201238872 1340200 "Independent Urban Area"
2805602 1340200 "Independent Urban Area"
201002823 1340200 "Independent Urban Area"
2841828 1339200 "Independent Urban Area"
2802562 1339500 "Independent Urban Area"
201131435 1171800 "Main urban area"
201135098 1339700 "Independent Urban Area"
2900073 1339700 "Independent Urban Area"
201101097 1340900 "Independent Urban Area"
201234901 1124301 "Rural area with moderate urban influence"
201043019 1162200 "Main urban area"
201039408 1162200 "Main urban area"
2839915 1162200 "Main urban area"
2904509 1162200 "Main urban area"
201130711 1162200 "Main urban area"
201237221 1129501 "Independent Urban Area"
201205702 1158200 "Main urban area"
201039343 1336300 "Rural area with low urban influence"
2944357 1169301 "Main urban area"
2937942 1170400 "Main urban area"
2939786 1170400 "Main urban area"
201201314 1224800 "Main urban area"
2842608 1224701 "Main urban area"
2844367 1224500 "Main urban area"
2833111 1224500 "Main urban area"
201030669 1224500 "Main urban area"
2935153 1224500 "Main urban area"
201035079 1224500 "Main urban area"
2830954 1264404 "Main urban area"
2941088 1224100 "Main urban area"
2839970 1230801 "Main urban area"
201038471 1224100 "Main urban area"
2934556 1224100 "Main urban area"
2936880 1224100 "Main urban area"
2835652 1224100 "Main urban area"
201138031 1224100 "Main urban area"
201035081 1224100 "Main urban area"
201034958 1224100 "Main urban area"
201001362 1217600 "Main urban area"
201036189 1230801 "Main urban area"
2933081 1230801 "Main urban area"
201204877 1217600 "Main urban area"
2832540 1224500 "Main urban area"
201203499 1224100 "Main urban area"
201139296 1218400 "Main urban area"
2936854 1224401 "Main urban area"
201103789 1224500 "Main urban area"
2943122 1230602 "Main urban area"
201038775 1224800 "Main urban area"
2933031 1230500 "Main urban area"
201004166 1224100 "Main urban area"
2835654 1224800 "Main urban area"
201131042 1224800 "Main urban area"
201137257 1224800 "Main urban area"
2833110 1217400 "Main urban area"
201204446 1224800 "Main urban area"
2801582 1224800 "Main urban area"
201232672 1221600 "Main urban area"
201030826 1224800 "Main urban area"
201231569 1224800 "Main urban area"
201201105 1224800 "Main urban area"
2831377 1230602 "Main urban area"
2844498 1230602 "Main urban area"
201101069 1230602 "Main urban area"
201131043 1230602 "Main urban area"
201004415 1230602 "Main urban area"
2835291 1230602 "Main urban area"
201105635 1230801 "Main urban area"
201043129 1230801 "Main urban area"
201103931 1230801 "Main urban area"
2903539 1313605 "Independent Urban Area"
201036409 1183700 "Independent Urban Area"
2939735 1183700 "Independent Urban Area"
201037943 1129000 "Independent Urban Area"
2930479 1141900 "Independent Urban Area"
201036313 1142700 "Independent Urban Area"
201043380 1197000 "Main urban area"
201139021 1142900 "Independent Urban Area"
2803515 1319800 "Independent Urban Area"
201104747 1319800 "Independent Urban Area"
2904293 1319700 "Independent Urban Area"
201138027 1319400 "Independent Urban Area"
201040423 1320501 "Independent Urban Area"
201039475 1320302 "Independent Urban Area"
2944903 1320502 "Independent Urban Area"
201033244 1320502 "Independent Urban Area"
201236439 1154500 "Main urban area"
2933127 1305200 "Independent Urban Area"
201043134 1305200 "Independent Urban Area"
201003711 1305100 "Independent Urban Area"
2837742 1306000 "Independent Urban Area"
2931393 1306000 "Independent Urban Area"
2841701 1308000 "Independent Urban Area"
2942530 1306000 "Independent Urban Area"
2845175 1306000 "Independent Urban Area"
201002381 1306000 "Independent Urban Area"
201135567 1307900 "Independent Urban Area"
201239862 1306000 "Independent Urban Area"
2806019 1306000 "Independent Urban Area"
201040700 1306000 "Independent Urban Area"
201232221 1306000 "Independent Urban Area"
201235458 1306000 "Independent Urban Area"
201043334 1306000 "Independent Urban Area"
201200062 1307900 "Independent Urban Area"
201042935 1139300 "Independent Urban Area"
201137507 1305300 "Independent Urban Area"
2839343 1305300 "Independent Urban Area"
201131490 1307900 "Independent Urban Area"
201030655 1308000 "Independent Urban Area"
2905535 1307900 "Independent Urban Area"
201238902 1308000 "Independent Urban Area"
2940540 1308000 "Independent Urban Area"
201136300 1305400 "Independent Urban Area"
201137506 1305300 "Independent Urban Area"
2805127 1305701 "Independent Urban Area"
2933563 1305701 "Independent Urban Area"
201231571 1305701 "Independent Urban Area"
201105640 1305701 "Independent Urban Area"
2932336 1305701 "Independent Urban Area"
2832533 1305701 "Independent Urban Area"
201236425 1305200 "Independent Urban Area"
201040890 1305400 "Independent Urban Area"
201041145 1306000 "Independent Urban Area"
2904932 1200401 "Main urban area"
2938043 1200500 "Main urban area"
2844690 1200500 "Main urban area"
2942521 1200500 "Main urban area"
201043029 1200500 "Main urban area"
201138365 1200500 "Main urban area"
2831790 1200500 "Main urban area"
201239820 1192202 "Main urban area"
2831367 1171900 "Main urban area"
201134978 1169302 "Main urban area"
201104428 1169302 "Main urban area"
2942550 1253701 "Main urban area"
201200028 1333600 "Rural area with low urban influence"
2941917 1264100 "Rural area with moderate urban influence"
201136693 1175400 "Main urban area"
201002622 1175400 "Main urban area"
201138247 1175300 "Main urban area"
2844664 1175300 "Main urban area"
2945004 1270800 "Independent Urban Area"
201135053 1170002 "Main urban area"
201004183 1170002 "Main urban area"
2902382 1172900 "Main urban area"
201135614 1170002 "Main urban area"
201139524 1172900 "Main urban area"
2902059 1172900 "Main urban area"
2834045 1172900 "Main urban area"
201240898 1172900 "Main urban area"
201137181 1173900 "Main urban area"
201103223 1170002 "Main urban area"
201138246 1170002 "Main urban area"
201038359 1170002 "Main urban area"
2942600 1170002 "Main urban area"
2839912 1170002 "Main urban area"
2837403 1170002 "Main urban area"
201102867 1170002 "Main urban area"
201204826 1134000 "Rural area with low urban influence"
201237213 1133900 "Rural area with low urban influence"
201230479 1138000 "Independent Urban Area"
201132468 1189800 "Rural area with high urban influence"
201203471 1189800 "Rural area with high urban influence"
201202290 1189800 "Rural area with high urban influence"
2805944 1189800 "Rural area with high urban influence"
2839921 1189800 "Rural area with high urban influence"
2944084 1189800 "Rural area with high urban influence"
2942879 1260401 "Rural area with low urban influence"
201101062 1308200 "Independent Urban Area"
2933197 1162800 "Main urban area"
201232240 1182800 "Independent Urban Area"
201004782 1279907 "Independent Urban Area"
201005683 1268210 "Independent Urban Area"
201101501 1268211 "Independent Urban Area"
201136607 1268210 "Independent Urban Area"
2834228 1268210 "Independent Urban Area"
201230249 1268210 "Independent Urban Area"
2944051 1269702 "Independent Urban Area"
2837011 1180001 "Main urban area"
201040742 1270700 "Independent Urban Area"
201003527 1212606 "Rural area with moderate urban influence"
2805264 1249700 "Rural area with high urban influence"
201037267 1249700 "Rural area with high urban influence"
201030809 1249901 "Rural area with high urban influence"
2936860 1249901 "Rural area with high urban influence"
201004408 1138000 "Independent Urban Area"
201140055 1192108 "Main urban area"
201139282 1259900 "Rural area with moderate urban influence"
2933449 1266300 "Rural area with high urban influence"
201232247 1266300 "Rural area with high urban influence"
2903462 1266300 "Rural area with high urban influence"
201131493 1265501 "Rural area with high urban influence"
201130709 1266300 "Rural area with high urban influence"
201103714 1265501 "Rural area with high urban influence"
2902743 1266300 "Rural area with high urban influence"
201134502 1265308 "Rural area with high urban influence"
2904515 1265501 "Rural area with high urban influence"
2902305 1266300 "Rural area with high urban influence"
2805499 1265501 "Rural area with high urban influence"
2937051 1266300 "Rural area with high urban influence"
2936103 1265501 "Rural area with high urban influence"
201238922 1264900 "Rural area with high urban influence"
2904613 1264900 "Rural area with high urban influence"
201139328 1265600 "Rural area with high urban influence"
2802537 1265308 "Rural area with high urban influence"
201103773 1265308 "Rural area with high urban influence"
201132521 1265308 "Rural area with high urban influence"
2801965 1265501 "Rural area with high urban influence"
2802878 1265501 "Rural area with high urban influence"
201201086 1264900 "Rural area with high urban influence"
2835380 1160000 "Main urban area"
2944363 1159902 "Main urban area"
201230691 1159700 "Main urban area"
201103930 1245802 "Main urban area"
201136414 1198100 "Main urban area"
201038795 1243600 "Main urban area"
201004100 1225600 "Main urban area"
201135787 1225600 "Main urban area"
2842630 1240800 "Main urban area"
2805241 1240800 "Main urban area"
201003747 1240500 "Main urban area"
201038470 1243300 "Main urban area"
2805265 1242600 "Main urban area"
2844172 1242600 "Main urban area"
201132081 1242600 "Main urban area"
2942654 1240800 "Main urban area"
201005212 1240600 "Main urban area"
2934550 1240600 "Main urban area"
201103601 1240600 "Main urban area"
2830825 1240600 "Main urban area"
2942873 1240800 "Main urban area"
2837868 1240700 "Main urban area"
201137500 1238000 "Main urban area"
2844472 1238100 "Main urban area"
201236413 1238200 "Main urban area"
201037121 1229700 "Main urban area"
2902746 1244100 "Main urban area"
2835289 1229700 "Main urban area"
2939758 1264504 "Main urban area"
201003228 1229700 "Main urban area"
2801919 1165700 "Main urban area"
201239848 1166700 "Main urban area"
201043026 1166700 "Main urban area"
2941886 1166700 "Main urban area"
201134773 1166700 "Main urban area"
2803533 1166700 "Main urban area"
2834038 1166700 "Main urban area"
2837923 1166700 "Main urban area"
201033522 1166700 "Main urban area"
2933412 1166700 "Main urban area"
2839232 1164900 "Main urban area"
2934533 1164900 "Main urban area"
201031546 1164900 "Main urban area"
201236419 1164900 "Main urban area"
2842622 1164900 "Main urban area"
2943755 1165000 "Main urban area"
201135035 1165000 "Main urban area"
201003200 1165000 "Main urban area"
201136634 1165000 "Main urban area"
201036051 1165000 "Main urban area"
2844659 1165800 "Main urban area"
2837909 1165800 "Main urban area"
2801487 1164900 "Main urban area"
2944171 1164900 "Main urban area"
2940536 1164900 "Main urban area"
201230056 1165800 "Main urban area"
201134976 1165800 "Main urban area"
201133376 1165800 "Main urban area"
201105703 1165100 "Main urban area"
201136461 1165100 "Main urban area"
201104614 1165100 "Main urban area"
201236452 1165800 "Main urban area"
201032928 1165800 "Main urban area"
2835689 1165800 "Main urban area"
2801974 1165800 "Main urban area"
2945188 1165800 "Main urban area"
2938054 1168100 "Main urban area"
201205215 1165600 "Main urban area"
2903733 1165300 "Main urban area"
201139332 1165300 "Main urban area"
201004902 1168900 "Main urban area"
2934745 1165300 "Main urban area"
201001730 1165300 "Main urban area"
201030624 1164900 "Main urban area"
2932255 1170700 "Main urban area"
2941820 1170700 "Main urban area"
2837166 1170700 "Main urban area"
2837889 1170700 "Main urban area"
2842766 1170700 "Main urban area"
201234746 1171000 "Main urban area"
201240397 1171000 "Main urban area"
201031290 1170700 "Main urban area"
201035070 1171000 "Main urban area"
201035815 1171000 "Main urban area"
201038361 1171000 "Main urban area"
201139228 1166100 "Main urban area"
2844218 1166100 "Main urban area"
2934547 1166100 "Main urban area"
2831781 1166300 "Main urban area"
201234472 1166300 "Main urban area"
201043033 1167700 "Main urban area"
201139117 1167700 "Main urban area"
2902323 1167700 "Main urban area"
2902732 1167700 "Main urban area"
2802890 1167700 "Main urban area"
201004182 1167700 "Main urban area"
201043323 1167700 "Main urban area"
2902776 1167700 "Main urban area"
201236430 1166100 "Main urban area"
201135330 1166100 "Main urban area"
201136388 1165000 "Main urban area"
201231117 1165000 "Main urban area"
201201910 1165300 "Main urban area"
201137287 1165300 "Main urban area"
201134191 1167100 "Main urban area"
201135180 1167100 "Main urban area"
201103258 1168100 "Main urban area"
201003292 1168100 "Main urban area"
201103619 1168100 "Main urban area"
201230990 1168100 "Main urban area"
2930433 1167100 "Main urban area"
201033006 1168100 "Main urban area"
201034194 1168100 "Main urban area"
201231090 1168100 "Main urban area"
2843661 1167100 "Main urban area"
2835511 1167100 "Main urban area"
2938602 1167200 "Main urban area"
2934575 1167100 "Main urban area"
2844660 1167100 "Main urban area"
201040839 1168100 "Main urban area"
201233694 1168100 "Main urban area"
201031974 1167200 "Main urban area"
201136521 1167200 "Main urban area"
2831287 1204711 "Main urban area"
201101417 1204710 "Main urban area"
2937946 1204710 "Main urban area"
2932338 1204708 "Main urban area"
201135706 1204708 "Main urban area"
201034986 1204708 "Main urban area"
201138347 1204708 "Main urban area"
2803301 1204708 "Main urban area"
2942644 1204704 "Main urban area"
201134597 1204711 "Main urban area"
2844662 1204711 "Main urban area"
201001097 1204711 "Main urban area"
201103040 1204711 "Main urban area"
2806017 1204711 "Main urban area"
201138245 1204711 "Main urban area"
201030672 1204709 "Main urban area"
201101527 1180407 "Main urban area"
201041157 1224900 "Main urban area"
201105688 1163100 "Main urban area"
201236642 1163100 "Main urban area"
2835681 1162800 "Main urban area"
2930581 1163100 "Main urban area"
2844681 1163100 "Main urban area"
201205404 1163100 "Main urban area"
2837156 1163100 "Main urban area"
2940555 1163100 "Main urban area"
201204881 1163100 "Main urban area"
201037202 1163100 "Main urban area"
201043040 1163100 "Main urban area"
2842724 1279038 "Independent Urban Area"
201232241 1206826 "Main urban area"
201238725 1205060 "Main urban area"
201136483 1305400 "Independent Urban Area"
201138082 1305400 "Independent Urban Area"
2943490 1306000 "Independent Urban Area"
201136385 1306000 "Independent Urban Area"
201230343 1306000 "Independent Urban Area"
201132070 1205005 "Main urban area"
2842652 1204602 "Main urban area"
201001345 1205058 "Main urban area"
201132065 1205059 "Main urban area"
201030056 1205059 "Main urban area"
201039338 1206816 "Main urban area"
2905022 1308000 "Independent Urban Area"
201137184 1307900 "Independent Urban Area"
201034153 1307900 "Independent Urban Area"
2905558 1206812 "Main urban area"
2904234 1205072 "Main urban area"
2831332 1205058 "Main urban area"
201033094 1206812 "Main urban area"
2937983 1206812 "Main urban area"
2933044 1206812 "Main urban area"
201041888 1206812 "Main urban area"
201039489 1206812 "Main urban area"
201037182 1206812 "Main urban area"
2839949 1127800 "Rural area with low urban influence"
2942672 1307300 "Independent Urban Area"
2830801 1307300 "Independent Urban Area"
2933126 1308000 "Independent Urban Area"
201138098 1308000 "Independent Urban Area"
201043452 1308000 "Independent Urban Area"
201103235 1308000 "Independent Urban Area"
2934749 1308000 "Independent Urban Area"
2938684 1308000 "Independent Urban Area"
201033015 1305400 "Independent Urban Area"
201036179 1308000 "Independent Urban Area"
201003238 1305400 "Independent Urban Area"
201201926 1307600 "Independent Urban Area"
2937494 1307300 "Independent Urban Area"
201230320 1307300 "Independent Urban Area"
2902731 1307300 "Independent Urban Area"
201104735 1205058 "Main urban area"
201132595 1205072 "Main urban area"
201230196 1206816 "Main urban area"
2938663 1206816 "Main urban area"
201043409 1205058 "Main urban area"
201230115 1204708 "Main urban area"
2936077 1307300 "Independent Urban Area"
201003239 1307300 "Independent Urban Area"
2936078 1307700 "Independent Urban Area"
201103042 1307300 "Independent Urban Area"
201134975 1133501 "Rural area with low urban influence"
201042878 1205060 "Main urban area"
201132448 1205060 "Main urban area"
2940142 1205060 "Main urban area"
2802396 1205060 "Main urban area"
2933046 1205060 "Main urban area"
201033518 1206826 "Main urban area"
2801916 1206826 "Main urban area"
201104732 1206826 "Main urban area"
2837928 1206826 "Main urban area"
201001400 1206826 "Main urban area"
201034969 1206826 "Main urban area"
2835665 1206827 "Main urban area"
201039426 1206826 "Main urban area"
201001733 1205059 "Main urban area"
201037928 1206811 "Main urban area"
201102095 1206811 "Main urban area"
2904564 1205005 "Main urban area"
201202745 1205005 "Main urban area"
201104745 1205005 "Main urban area"
201031961 1205005 "Main urban area"
2933125 1205072 "Main urban area"
2835522 1206812 "Main urban area"
2830813 1206812 "Main urban area"
201238845 1314400 "Independent Urban Area"
2931392 1314200 "Independent Urban Area"
201136466 1206817 "Main urban area"
201043332 1206817 "Main urban area"
201137267 1206827 "Main urban area"
2830936 1206827 "Main urban area"
2835374 1206828 "Main urban area"
2843189 1214201 "Satellite Urban Area"
201036339 1309400 "Independent Urban Area"
201102592 1308900 "Independent Urban Area"
2941884 1308800 "Independent Urban Area"
2831357 1308800 "Independent Urban Area"
2835540 1308300 "Independent Urban Area"
201201925 1308300 "Independent Urban Area"
2844390 1143000 "Independent Urban Area"
2804710 1250001 "Rural area with high urban influence"
2844003 1207700 "Satellite Urban Area"
201205407 1141500 "Independent Urban Area"
201206058 1141100 "Independent Urban Area"
201238787 1141800 "Independent Urban Area"
201039498 1340700 "Independent Urban Area"
201001337 1259900 "Rural area with moderate urban influence"
2833597 1259500 "Highly rural/remote area"
2800003 1259700 "Rural area with low urban influence"
201005026 1259600 "Rural area with moderate urban influence"
2801502 1259500 "Highly rural/remote area"
201103628 1148700 "Independent Urban Area"
201239846 1214300 "Satellite Urban Area"
201031983 1214601 "Satellite Urban Area"
2802832 1214601 "Satellite Urban Area"
201031169 1214601 "Satellite Urban Area"
2844002 1214601 "Satellite Urban Area"
2835367 1180403 "Main urban area"
201032939 1164700 "Main urban area"
201131485 1163500 "Main urban area"
2840748 1163400 "Main urban area"
2837911 1163400 "Main urban area"
201233643 1163400 "Main urban area"
2937915 1163400 "Main urban area"
201037206 1163400 "Main urban area"
201037191 1163400 "Main urban area"
2936762 1163400 "Main urban area"
201043385 1163500 "Main urban area"
201237205 1163400 "Main urban area"
201136395 1164700 "Main urban area"
201105699 1164700 "Main urban area"
2839916 1164200 "Main urban area"
201043320 1164200 "Main urban area"
201203498 1164200 "Main urban area"
2937476 1163900 "Main urban area"
2905527 1163900 "Main urban area"
201230193 1164200 "Main urban area"
201137485 1241200 "Main urban area"
201238893 1236500 "Main urban area"
201001339 1300100 "Rural area with low urban influence"
2933562 1300100 "Rural area with low urban influence"
2904581 1300100 "Rural area with low urban influence"
201135084 1279906 "Independent Urban Area"
201043403 1279906 "Independent Urban Area"
201230555 1279907 "Independent Urban Area"
201230661 1279905 "Independent Urban Area"
201104815 1279905 "Independent Urban Area"
201137203 1278801 "Independent Urban Area"
201238919 1278801 "Independent Urban Area"
201234055 1278801 "Independent Urban Area"
201135196 1277900 "Independent Urban Area"
201239379 1277900 "Independent Urban Area"
201134619 1279300 "Independent Urban Area"
201104716 1279300 "Independent Urban Area"
201138097 1278801 "Independent Urban Area"
201234924 1278801 "Independent Urban Area"
201240399 1166900 "Main urban area"
2905706 1167900 "Main urban area"
2945108 1167900 "Main urban area"
201103676 1165500 "Main urban area"
2930579 1167802 "Main urban area"
201102679 1224302 "Main urban area"
2902751 1230802 "Main urban area"
2936874 1224100 "Main urban area"
2933075 1230723 "Main urban area"
2943115 1230723 "Main urban area"
201101197 1230707 "Main urban area"
2941167 1230802 "Main urban area"
2839366 1230900 "Main urban area"
2901275 1230900 "Main urban area"
201239350 1230900 "Main urban area"
2840817 1229100 "Main urban area"
201043455 1135000 "Independent Urban Area"
2834466 1170900 "Main urban area"
201033086 1171000 "Main urban area"
2831792 1170100 "Main urban area"
201202791 1170200 "Main urban area"
201239873 1170200 "Main urban area"
2842632 1309602 "Independent Urban Area"
201135523 1309501 "Independent Urban Area"
2902355 1309701 "Independent Urban Area"
2830805 1309701 "Independent Urban Area"
201033584 1309701 "Independent Urban Area"
2843184 1167100 "Main urban area"
201138278 1167100 "Main urban area"
201031574 1167100 "Main urban area"
2831326 1166500 "Main urban area"
201031287 1166900 "Main urban area"
201004904 1166900 "Main urban area"
201102678 1166900 "Main urban area"
201136522 1166900 "Main urban area"
201137509 1166500 "Main urban area"
201006411 1166500 "Main urban area"
201036408 1166900 "Main urban area"
201034192 1166900 "Main urban area"
2941889 1167100 "Main urban area"
2905621 1167100 "Main urban area"
201239819 1166900 "Main urban area"
2837998 1166900 "Main urban area"
2941197 1166500 "Main urban area"
201134763 1166900 "Main urban area"
201001078 1166700 "Main urban area"
2944360 1166700 "Main urban area"
201037205 1166700 "Main urban area"
201103763 1166700 "Main urban area"
2939791 1166700 "Main urban area"
201105711 1166700 "Main urban area"
201031987 1166700 "Main urban area"
2943177 1166700 "Main urban area"
2934707 1166700 "Main urban area"
201233036 1166700 "Main urban area"
201134765 1166700 "Main urban area"
2943997 1167200 "Main urban area"
2933045 1166700 "Main urban area"
2839806 1166700 "Main urban area"
2834262 1166700 "Main urban area"
2833589 1166700 "Main urban area"
2832013 1166700 "Main urban area"
201043435 1166700 "Main urban area"
201043314 1166700 "Main urban area"
2837908 1166900 "Main urban area"
201001030 1166400 "Main urban area"
201240894 1166900 "Main urban area"
201130712 1166900 "Main urban area"
201134979 1166900 "Main urban area"
201139577 1166900 "Main urban area"
201003411 1166900 "Main urban area"
2933404 1166400 "Main urban area"
2841771 1166800 "Main urban area"
201133379 1166800 "Main urban area"
201201220 1166800 "Main urban area"
201240343 1166800 "Main urban area"
2835693 1166800 "Main urban area"
2837914 1166800 "Main urban area"
2902034 1166800 "Main urban area"
2902742 1166800 "Main urban area"
2931411 1166800 "Main urban area"
2933182 1166800 "Main urban area"
2934590 1166800 "Main urban area"
201204479 1167400 "Main urban area"
201031975 1167400 "Main urban area"
2845283 1167400 "Main urban area"
201031296 1167400 "Main urban area"
2834471 1166500 "Main urban area"
2942535 1166500 "Main urban area"
201203415 1166900 "Main urban area"
201139198 1166900 "Main urban area"
2832022 1166500 "Main urban area"
201134204 1166900 "Main urban area"
2835510 1166500 "Main urban area"
201043036 1166900 "Main urban area"
201137331 1166900 "Main urban area"
2934584 1167100 "Main urban area"
201130471 1166800 "Main urban area"
2833197 1166800 "Main urban area"
201101595 1166800 "Main urban area"
201137244 1166800 "Main urban area"
201232649 1166800 "Main urban area"
201234922 1140700 "Independent Urban Area"
201031465 1140900 "Independent Urban Area"
201002341 1140700 "Independent Urban Area"
2902726 1134900 "Independent Urban Area"
2939682 1135000 "Independent Urban Area"
201104501 1140700 "Independent Urban Area"
2841814 1140300 "Independent Urban Area"
2902005 1235600 "Main urban area"
201006133 1270504 "Independent Urban Area"
2802592 1270504 "Independent Urban Area"
2837995 1164700 "Main urban area"
201139011 1165800 "Main urban area"
2834099 1164700 "Main urban area"
2938032 1164700 "Main urban area"
201043324 1164700 "Main urban area"
201238747 1165800 "Main urban area"
201139585 1165800 "Main urban area"
2938065 1164900 "Main urban area"
2835524 1164900 "Main urban area"
201240785 1164900 "Main urban area"
2944037 1164900 "Main urban area"
2904691 1164900 "Main urban area"
2939705 1164900 "Main urban area"
2841822 1165800 "Main urban area"
201238770 1165800 "Main urban area"
2904001 1164900 "Main urban area"
2841820 1164700 "Main urban area"
2936735 1235500 "Main urban area"
2837018 1164600 "Main urban area"
201132500 1164600 "Main urban area"
201238798 1164600 "Main urban area"
2843194 1164900 "Main urban area"
201132460 1164800 "Main urban area"
2803532 1164800 "Main urban area"
2840751 1164800 "Main urban area"
201135175 1164800 "Main urban area"
201035018 1271200 "Independent Urban Area"
2840759 1235800 "Main urban area"
201044710 1164600 "Main urban area"
2841718 1270700 "Independent Urban Area"
2842626 1270700 "Independent Urban Area"
2944421 1270700 "Independent Urban Area"
201038689 1153401 "Main urban area"
2842644 1158300 "Main urban area"
2932346 1180100 "Main urban area"
201137236 1206806 "Main urban area"
201236629 1234600 "Main urban area"
2938655 1234500 "Main urban area"
201132495 1236300 "Main urban area"
2943313 1236200 "Main urban area"
201030815 1234700 "Main urban area"
201230524 1234500 "Main urban area"
201139403 1234500 "Main urban area"
201241423 1232300 "Main urban area"
201005242 1236200 "Main urban area"
2832091 1234600 "Main urban area"
2936740 1236100 "Main urban area"
201137256 1236200 "Main urban area"
201201998 1185900 "Rural area with moderate urban influence"
201004426 1185900 "Rural area with moderate urban influence"
2902381 1186704 "Rural area with high urban influence"
2837901 1186201 "Rural area with moderate urban influence"
201135174 1186704 "Rural area with high urban influence"
201030057 1185900 "Rural area with moderate urban influence"
201201306 1185900 "Rural area with moderate urban influence"
2805614 1142900 "Independent Urban Area"
201234478 1180406 "Main urban area"
201104497 1180403 "Main urban area"
201043381 1205029 "Main urban area"
201135604 1205027 "Main urban area"
201104700 1205027 "Main urban area"
2904262 1202406 "Main urban area"
2934566 1201605 "Main urban area"
201043053 1228700 "Main urban area"
201139545 1229200 "Main urban area"
201135768 1280011 "Independent Urban Area"
201201095 1258902 "Rural area with low urban influence"
2839236 1217102 "Satellite Urban Area"
201234799 1183700 "Independent Urban Area"
201138256 1219100 "Main urban area"
2801573 1219201 "Main urban area"
201132530 1183804 "Independent Urban Area"
201202201 1183805 "Independent Urban Area"
2832093 1219000 "Main urban area"
2844499 1219000 "Main urban area"
2941984 1219000 "Main urban area"
201035021 1218000 "Main urban area"
2943178 1183807 "Independent Urban Area"
201036303 1219201 "Main urban area"
201230562 1200900 "Main urban area"
201238763 1201300 "Main urban area"
201001739 1201300 "Main urban area"
201230502 1313604 "Independent Urban Area"
201236429 1169600 "Main urban area"
201003788 1172000 "Main urban area"
2840739 1320200 "Independent Urban Area"
201101546 1320102 "Independent Urban Area"
201203971 1320200 "Independent Urban Area"
2941011 1326114 "Independent Urban Area"
201232623 1320200 "Independent Urban Area"
201032824 1320000 "Independent Urban Area"
2936072 1320200 "Independent Urban Area"
201000082 1320000 "Independent Urban Area"
2933066 1233500 "Main urban area"
2841711 1233500 "Main urban area"
201239349 1235200 "Main urban area"
2845516 1233400 "Main urban area"
201202273 1235200 "Main urban area"
201134211 1235100 "Main urban area"
201040550 1233500 "Main urban area"
201038469 1233500 "Main urban area"
2937074 1235100 "Main urban area"
201032643 1243300 "Main urban area"
2933421 1243300 "Main urban area"
2934516 1243300 "Main urban area"
2941001 1243300 "Main urban area"
2804311 1243300 "Main urban area"
2840840 1243300 "Main urban area"
2836956 1243300 "Main urban area"
201136591 1243300 "Main urban area"
201135756 1243300 "Main urban area"
201034937 1243300 "Main urban area"
201203779 1234700 "Main urban area"
201041806 1234700 "Main urban area"
2833103 1234700 "Main urban area"
2936872 1234700 "Main urban area"
201030049 1236200 "Main urban area"
201102935 1236200 "Main urban area"
201139129 1234700 "Main urban area"
201230926 1234700 "Main urban area"
201137313 1234700 "Main urban area"
201205755 1234700 "Main urban area"
201205748 1234700 "Main urban area"
201037101 1234700 "Main urban area"
201133307 1234700 "Main urban area"
2930460 1234800 "Main urban area"
2932214 1234700 "Main urban area"
2839974 1234800 "Main urban area"
2837109 1234700 "Main urban area"
2932218 1234700 "Main urban area"
2804708 1243100 "Main urban area"
201139435 1243100 "Main urban area"
201036297 1233500 "Main urban area"
201230924 1233500 "Main urban area"
2902722 1233800 "Main urban area"
2941090 1233800 "Main urban area"
2903549 1233800 "Main urban area"
201237219 1233400 "Main urban area"
201230525 1233400 "Main urban area"
201204315 1233400 "Main urban area"
201137179 1233400 "Main urban area"
2905677 1233400 "Main urban area"
201134634 1233400 "Main urban area"
201240781 1233400 "Main urban area"
2803389 1234300 "Main urban area"
2937071 1234700 "Main urban area"
201033534 1234700 "Main urban area"
2805811 1234400 "Main urban area"
201031262 1234400 "Main urban area"
2935147 1234400 "Main urban area"
201203435 1234700 "Main urban area"
