"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT",,"EASTING","NORTHING"
"MOTUEKA VALLEY HIGHWAY","3300","S","HALL ROAD","201012901","24/09/2010","Fri","0330","CAR1 SBD on MOTUEKA VALLEY HIGHWAY lost control turning left, CAR1 hit Ditch","CAR1 fatigue (drowsy, tired, fell asleep)","Wet","Dark","Light Rain","Unknown","Nil","0","1","0","1583888","5429199",
"MOTUEKA VALLEY HIGHWAY","2320","N","LOOKOUT ROAD","201011521","02/04/2010","Fri","1915","MOTOR CYCLE1 NBD on MOTUEKA VALLEY HIGHWAY lost control turning right, MOTOR CYCLE1 went Over Bank on right hand bend ","MOTOR CYCLE1 too fast entering corner, fatigue (drowsy, tired, fell asleep)","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1584416","5435672",
"MOTUEKA VALLEY HIGHWAY","30","S","STONY RIDGE WAY","2911034","21/01/2009","Wed","1655","MOTOR CYCLE1 SBD on MOTUEKA VALLEY HIGHWAY lost control turning right, MOTOR CYCLE1 hit Water/River on right hand bend ","MOTOR CYCLE1 too fast entering corner, lost control due to road conditions  ENV: road slippery (surface bleeding / defective)","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1596201","5446306",
"MOTUEKA VALLEY HIGHWAY","650","N","UPPER STANLEY BROOK ROAD","201111494","07/03/2011","Mon","1708","VAN1 SBD on MOTUEKA VALLEY HIGHWAY lost control; went off road to left, VAN1 hit Ditch","VAN1 fatigue due to lack of sleep","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1584999","5424245",
"MOUTERE HIGHWAY","110","N","FLAXMORE ROAD","201013682","13/10/2010","Wed","1558","MOTOR CYCLE1 NBD on MOUTERE HIGHWAY lost control turning left, MOTOR CYCLE1 hit Cliff Bank","MOTOR CYCLE1 alcohol suspected, too fast entering corner","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1601053","5436706",
"MOUTERE HIGHWAY","","I","MAISEY ROAD","201011398","01/01/2010","Fri","1400","CAR2 turning right hit by oncoming CYCLIST1 (Age 46)EBD on MOUTERE HIGHWAY ","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","1","0","1606309","5427756",
"MOUTERE HIGHWAY","","I","NEUDORF ROAD","201112088","03/04/2011","Sun","1415","MOTOR CYCLE1 NBD on MOUTERE HIGHWAY hit CAR2 turning right onto MOUTERE HIGHWAY from the left","MOTOR CYCLE1 suddenly swerved to avoid vehicle  CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","2","0","1600654","5433989",
"MOUTERE HIGHWAY","650","E","SUNRISE ROAD","201211269","25/02/2012","Sat","2150","TRUCK1 EBD on MOUTERE HIGHWAY hit obstruction, TRUCK1 hit Stray Animal","ENV: farm animal straying","Dry","Dark","Fine","Unknown","Nil","0","1","0","1601693","5430534",
"MOUTERE HIGHWAY","","I","SUNRISE VALLEY ROAD","2910053","28/06/2009","Sun","1740","CAR1 WBD on MOUTERE HIGHWAY lost control while overtaking, CAR1 went Over Bank, Other","CAR1 alcohol not suspected, tested and -ve (MoT use only), too fast entering corner, showing off racing","Dry","Twilight","Fine","Y Type Junction","Nil","1","1","0","1600636","5430851",
"MOUTERE HIGHWAY","","I","WAIMEA WEST ROAD","201110029","29/05/2011","Sun","1540","TRUCK1 SBD on MOUTERE HIGHWAY hit CAR2 crossing at right angle from right, TRUCK1 hit Post Or Pole, CAR2 hit Tree","CAR2 alcohol suspected, failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","1","1","0","1609336","5426003",
"NAYLAND ROAD","15","N","ROSEBANK TERRACE","201011647","19/04/2010","Mon","0820","CAR1 NBD on NAYLAND ROAD hit PEDESTRIAN crossing road from right side","PEDESTRIAN2 crossing road, running heedless of traffic","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1619683","5427564",
"NEAL ROAD","100","S","THOMAS ROAD","2811764","13/04/2008","Sun","1729","SUV1 SBD on NEAL ROAD hit CAR2 headon on straight","SUV1 alcohol test below limit, failed to give way at one lane bridge/road, did not see or look for other party until too late  ENV: visibility limited by crest or dip","Dry","Twilight","Fine","Unknown","Give Way Sign","0","1","0","1683947","5411662",
"NEW RENWICK ROAD","200","E","PAYNTERS ROAD","201010033","31/03/2010","Wed","1450","VAN1 EBD on NEW RENWICK ROAD lost control turning left, VAN1 hit Kerb","VAN1 alcohol not suspected, tested and -ve (MoT use only), too fast entering corner, casualty thrown from vehicle","Dry","Bright Sun","Fine","Unknown","Nil","1","0","0","1673778","5401950",
"NEW RENWICK ROAD","110","W","PAYNTERS ROAD","2913136","04/10/2009","Sun","0424","CAR1 WBD on NEW RENWICK ROAD hit obstruction, CAR1 hit Post Or Pole","CAR1 alcohol test above limit or test refused, drugs suspected, attempted suicide","Dry","Dark","Fine","Unknown","Nil","0","1","0","1673495","5402069",
"NILE ST","","I","ALTON ST","2913154","08/09/2009","Tue","1217","MOTOR CYCLE1 WBD on NILE ST hit VAN2 U-turning from same direction of travel","VAN2 didnt see/look behind when changing lanes, position or direction","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","1","0","1624257","5430524",
"NILE ST","","I","HARPER ST","2912466","27/07/2009","Mon","1140","MOTOR CYCLE1 WBD on NILE ST hit CAR2 U-turning from opposite direction of travel","CAR2 didnt see/look behind when changing lanes, position or direction","Dry","Bright Sun","Fine","T Type Junction","Nil","0","1","0","1624504","5430515",
"NORTH BEACH","2000","W","BEACH ROAD","201021781","14/02/2010","Sun","2016","MOTOR CYCLE1 WBD on NORTH BEACH lost control but did not leave the road","MOTOR CYCLE1 lost control  ENV: road surface (uneven)","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1488377","5378241",
"NORTH BEACH ROAD","840","S","POINT ELIZABETH CPK","2820069","22/10/2008","Wed","1440","CAR1 SBD on NORTH BEACH ROAD hit PEDESTRIAN walking with traffic","CAR1 too far left/right, misjudged speed of own vehicle, new driver showed inexperience","Dry","Overcast","Fine","Unknown","N/A","1","0","1","1452935","5303694",
"OKARI ROAD","2000","S","TAURANGA BAY ROAD","2823763","26/11/2008","Wed","1545","SUV1 NBD on OKARI ROAD lost control; went off road to right","SUV1 lost control, lost control on unsealed road, inexperience","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1471881","5372283",
"OLD CHRISTCHURCH ROAD","7650","E","SH 6","201021153","09/01/2010","Sat","1127","MOTOR CYCLE1 EBD on OLD CHRISTCHURCH ROAD lost control turning right on right hand bend ","MOTOR CYCLE1 lost control when turning, attention diverted, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1444336","5269650",
"OLD RENWICK ROAD","","I","GLENROY CRESCENT","2812029","16/04/2008","Wed","0820","SUV1 EBD on OLD RENWICK ROAD cutting corner hit CYCLIST2 (Age 13)head on","SUV1 cutting corner at intersection","Wet","Overcast","Fine","T Type Junction","Give Way Sign","0","1","0","1678670","5405454",
"OLD RENWICK ROAD","300","E","JACKSONS ROAD","2912513","23/07/2009","Thu","0805","VAN2 turning right hit by oncoming CAR1 WBD on OLD RENWICK ROAD ","VAN2 failed to give way when turning to non-turning traffic  ENV: entering or leaving private house / farm","Dry","Overcast","Fine","Driveway","Nil","0","1","0","1673541","5405197",
"OLD RENWICK ROAD","10","W","JACKSONS ROAD","201110076","31/12/2011","Sat","0055","CAR1 WBD on OLD RENWICK ROAD lost control; went off road to right, CAR1 hit Post Or Pole","CAR1 alcohol not suspected, tested and -ve (MoT use only), too fast on straight, showing off racing, vehicle caught fire  CAR2 too fast on straight, showing off racing","Wet","Dark","Light Rain","X Type Junction","Give Way Sign","2","0","0","1673231","5405184",
"OLD RENWICK ROAD","","I","JACKSONS ROAD","201211286","28/02/2012","Tue","1550","SUV2 turning right hit by oncoming CAR1 EBD on OLD RENWICK ROAD ","SUV2 failed to give way when turning to non-turning traffic, inattentive","Dry","Overcast","Fine","X Type Junction","Stop Sign","0","1","0","1673241","5405184",
"OLD RENWICK ROAD","1200","E","SH 6","201212590","30/08/2012","Thu","1940","VAN1 NBD on OLD RENWICK ROAD lost control turning left","VAN1 alcohol test above limit or test refused, lost control when turning","Dry","Dark","Fine","Unknown","Nil","0","1","0","1670892","5405043",
"OLD WHARF ROAD","510","E","SH 60 HIGH","2813127","19/08/2008","Tue","0546","VAN1 WBD on OLD WHARF ROAD hit PEDESTRIAN walking with traffic","VAN1 did not see or look for other party until too late  PEDESTRIAN2 walking along road not keeping to side of rd  ENV: street lighting","Dry","Dark","Fine","Unknown","Nil","0","1","0","1601387","5447422",
"PARKERS ROAD","50","S","BEATTY ST","201112610","12/09/2011","Mon","0830","CAR2 turning right hit by oncoming CYCLIST1 (Age 11)SBD on PARKERS ROAD ","CYCLIST1 driving or riding on footpath, didnt see/look when visibility limited by roadside features  CAR2 alcohol test below limit, failed to give way when turning to non-turning traffic, didnt see/look when visibility limited by roadside features  ENV: entering or leaving private house / farm","Wet","Overcast","Light Rain","Driveway","Nil","0","1","0","1620226","5429023",
"PATON ROAD","20","N","WHITE ROAD","201012196","17/06/2010","Thu","0837","CYCLIST1 (Age 15)NBD on PATON ROAD hit PEDESTRIAN walking with traffic","CYCLIST1 too fast on straight, attention diverted by driver dazzled by sun/lights  ENV: dazzling sun","Dry","Bright Sun","Fine","Unknown","Nil","0","1","1","1613801","5421599",
"PATON ROAD","","I","WHITE ROAD","201013269","24/11/2010","Wed","1800","CYCLIST1 (Age 41)NBD on PATON ROAD hit VAN2 crossing at right angle from right","VAN2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Twilight","Fine","X Type Junction","Stop Sign","0","1","0","1613786","5421586",
"PITT ST","300","E","HALL-JONES ST","201221613","07/04/2012","Sat","2355","CAR1 EBD on PITT ST lost control turning right, CAR1 hit Bridge on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","1","0","1456551","5304568",
"POINT ROAD","","I","RAINIER ST","201211133","05/02/2012","Sun","0545","CAR1 SBD on RAINIER ST lost control turning left, CAR1 hit Cliff Bank, Other","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning, new driver showed inexperience","Wet","Dark","Light Rain","T Type Junction","Nil","0","1","1","1617339","5427233",
"PRETTY BRIDGE VALLEY ROAD","3350","W","SH 6","201111226","03/02/2011","Thu","1400","OTHER1 SBD on PRETTY BRIDGE VALLEY ROAD swinging wide hit VAN2 head on","OTHER1 swung wide at intersection, attention diverted by other traffic  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1594068","5413236",
"QUARANTINE ROAD","400","E","BOLT ROAD","201212325","10/08/2012","Fri","1517","CAR1 WBD on QUARANTINE ROAD hit CAR2 U-turning from same direction of travel","CAR2 didnt see/look behind when changing lanes, position or direction, misjudged speed of own vehicle","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1619797","5428144",
"QUEEN CHARLOTTE DRIVE","200","E","ANAKIWA ROAD","201013132","02/10/2010","Sat","2125","CAR1 WBD on QUEEN CHARLOTTE DRIVE lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner","Dry","Dark","Fine","Unknown","Nil","0","1","0","1675150","5428594",
"QUEEN CHARLOTTE DRIVE","10760","E","ANAKIWA ROAD","201112927","02/11/2011","Wed","1226","MOTOR CYCLE1 EBD on QUEEN CHARLOTTE DRIVE cutting corner hit VAN2 head on","MOTOR CYCLE1 cutting corner on bend  ENV: road surface unusually narrow","Wet","Overcast","Light Rain","Unknown","Nil","0","1","0","1681846","5430843",
"QUEEN CHARLOTTE DRIVE","500","E","SH 6","201211110","29/01/2012","Sun","0216","CAR1 EBD on QUEEN CHARLOTTE DRIVE lost control; went off road to left, CAR1 hit Post Or Pole","CAR1 alcohol test above limit or test refused, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","Nil","0","1","0","1664824","5429112",
"QUEEN CHARLOTTE DRIVE","1780","E","SH 6","201211623","08/04/2012","Sun","2233","SUV1 NBD on QUEEN CHARLOTTE DRIVE lost control turning left, SUV1 went Over Bank","SUV1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Dark","Fine","Unknown","Nil","0","1","1","1665671","5430095",
"QUEEN CHARLOTTE DRIVE","2000","E","SH 6","201012693","26/08/2010","Thu","1540","OTHER1 EBD on QUEEN CHARLOTTE DRIVE lost control turning left, OTHER1 went Over Bank, Tree","OTHER1 too far left/right, lost control end of seal, inattentive","Dry","Overcast","Light Rain","Unknown","Nil","0","1","0","1665697","5430256",
"QUEEN ST","","I","SALISBURY ROAD","201212055","13/06/2012","Wed","2155","SUV1 NBD on QUEEN ST hit MOPED2 crossing at right angle from right","SUV1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Dark","Fine","Roundabout","Give Way Sign","0","1","0","1615753","5423202",
"QUEEN VICTORIA ST","","I","HURSTHOUSE ST","2911814","04/03/2009","Wed","0950","SUV2 turning right hit by oncoming CAR1 SBD on QUEEN VICTORIA ST ","SUV2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","1","0","1599498","5445859",
"QUEEN VICTORIA ST","","I","WHAKAREWA ST","201012162","10/06/2010","Thu","1750","CAR2 turning right hit by oncoming MOTOR CYCLE1 SBD on QUEEN VICTORIA ST ","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction  ENV: heavy rain","Wet","Dark","Heavy Rain","X Type Junction","Stop Sign","0","1","0","1599609","5448467",
"RARANGI BEACH ROAD","","A","PORT UNDERWOOD ROAD","2812363","08/07/2008","Tue","2030","CAR1 NBD on RARANGI BEACH ROAD lost control turning left, CAR1 hit Cliff Bank","CAR1 alcohol test above limit or test refused, too fast entering corner","Ice/ Snow","Dark","Fine","Unknown","Nil","0","1","1","1687557","5417235",
"RARANGI BEACH ROAD","","A","RARANGI ROAD","2813524","19/09/2008","Fri","2053","SUV1 SBD on RARANGI BEACH ROAD lost control turning right, SUV1 hit Traffic Sign, Tree on right hand bend ","SUV1 alcohol test below limit, lost control","Dry","Dark","Fine","Unknown","Nil","0","1","0","1686330","5414229",
"REDWOOD PASS ROAD","1960","S","UTUWAI BR","201113040","24/11/2011","Thu","0948","CAR1 NBD on REDWOOD PASS ROAD lost control turning left, CAR1 hit Cliff Bank","CAR1 suddenly swerved to avoid animal","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1688789","5395995",
"RINTOUL ST","15","W","PEEL ST","201020006","06/02/2010","Sat","0525","CAR1 EBD on RINTOUL ST hit PEDESTRIAN","CAR1 alcohol suspected, too fast on straight  PEDESTRIAN2 Intoxicated non-driver, pedestrian sitting / lying on road","Dry","Twilight","Fine","Unknown","N/A","1","0","0","1483912","5376167",
"RIVER ROAD","740","N","WAIMEA WEST ROAD","201212473","01/09/2012","Sat","1738","MOTOR CYCLE1 NBD on RIVER ROAD hit rear end of MOTOR CYCLE2 stopped/moving slowly","MOTOR CYCLE1 following too closely, failed to notice car slowing","Dry","Twilight","Fine","Unknown","Nil","0","1","0","1610300","5426211",
"RIVER TERRACE ROAD","700","S","MOUNT HESLINGTON ROAD","2911087","08/01/2009","Thu","2330","CAR1 SBD on RIVER TERRACE ROAD lost control turning right, CAR1 went Over Bank, Tree, Water/River on right hand bend ","CAR1 lost control when turning, new driver showed inexperience","Dry","Dark","Fine","Unknown","Nil","0","1","2","1610856","5417641",
"RIWAKA-SANDY BAY ROAD","2500","S","SH 60","201012769","24/08/2010","Tue","1710","TRUCK1 NBD on RIWAKA-SANDY BAY ROAD lost control turning right, TRUCK1 hit Tree on right hand bend ","TRUCK1 fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","Nil","0","1","0","1598175","5456207",
"ROBERTSON ROAD","","I","PETERSEN ROAD","2921435","01/03/2009","Sun","1245","MOTOR CYCLE1 WBD on PETERSEN ROAD swinging wide hit SUV2 head on","MOTOR CYCLE1 too fast entering corner, swung wide at intersection, failed to give way at give way sign  ENV: slippery","Wet","Overcast","Light Rain","X Type Junction","Give Way Sign","0","1","0","1403468","5221749",
"ROSEDALE ROAD","700","E","THORPE-ORINOCO ROAD","201013724","30/11/2010","Tue","1843","CAR1 WBD on ROSEDALE ROAD cutting corner hit SUV2 head on","CAR1 cutting corner on bend  ENV: road surface unusually narrow","Dry","Bright Sun","Fine","Unknown","Nil","0","1","1","1591861","5435500",
"ROSS LANE","15","E","SH 1S","2814084","07/09/2008","Sun","1700","CAR1 EBD on ROSS LANE hit train, CAR1 hit Train","CAR1 failed to give way, transmission failure","Dry","Bright Sun","Fine","Unknown","Give Way Sign","0","2","0","1680590","5406806",
"ROTOTAI ROAD","1000","E","SH 60","2811657","14/03/2008","Fri","0050","CAR1 EBD on ROTOTAI ROAD lost control turning left, CAR1 hit Other","CAR1 alcohol test result unknown, too fast entering corner","Dry","Dark","Fine","Unknown","Nil","0","1","1","1584671","5478459",
"RUTHERFORD ST","80","N","EXAMINER ST","2811604","19/03/2008","Wed","1006","CAR1 NBD on RUTHERFORD ST hit PEDESTRIAN crossing road from left side","CAR1 failed to give way to ped on a xing, didnt see/look when required to give way to ped","Dry","Bright Sun","Fine","Unknown","Nil","0","1","1","1623508","5430420",
"RUTHERFORD ST","","I","VANGUARD ST","2912732","31/08/2009","Mon","1440","CAR1 SBD on RUTHERFORD ST lost control; went off road to right, CAR1 hit Parked Vehicle","CAR1 illness with no warning (eg heart attack)","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","1","0","1623530","5431031",
"SCOTT ST","50","N","CARVELL ST","201011036","03/01/2010","Sun","1100","CAR1 SBD on SCOTT ST hit VEHB manoeuvring, CAR1 hit Post Or Pole","CAR1 drugs proven  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1679872","5403022",
"SCOTT ST","150","N","MULLER ROAD","2812887","20/08/2008","Wed","1545","CYCLIST1 (Age 14)SBD on SCOTT ST overtaking CAR2 ","CYCLIST1 wandering or wobbling, attention diverted by other traffic","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1679875","5402953",
"SCOTT ST","","I","MULLER ROAD","2912503","05/07/2009","Sun","0023","CAR1 NBD on SCOTT ST hit CAR2 crossing at right angle from right","CAR2 failed to give way at give way sign","Wet","Dark","Fine","X Type Junction","Give Way Sign","0","1","0","1679883","5402804",
"SEATON VALLEY ROAD","1380","E","DAWSON ROAD","2912137","14/06/2009","Sun","1120","MOTOR CYCLE1 NBD on SEATON VALLEY ROAD sideswiped by CAR2 turning left, MOTOR CYCLE1 hit Fence","MOTOR CYCLE1 overtaking on left  CAR2 didnt see/look behind when reversing/manoeuvering  ENV: visibility limited by crest or dip, entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1606475","5434362",
"SELWYN PLACE","10","E","TRAFALGAR ST","2912172","22/06/2009","Mon","0935","MOPED1 EBD on SELWYN PLACE lost control but did not leave the road","MOPED1 too fast on straight, lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Bright Sun","Fine","X Type Junction","Nil","0","1","0","1623781","5430644",
"SELWYN PLACE","5","W","TRAFALGAR ST","201213138","27/03/2012","Tue","0920","CAR1 WBD on SELWYN PLACE hit PEDESTRIAN crossing road from left side","CAR1 failed to give way to ped on a xing, attention diverted by driver dazzled by sun/lights, didnt see/look when required to give way to ped","Dry","Bright Sun","Fine","T Type Junction","Nil","0","1","0","1623766","5430643",
"SEYMOUR ST","","I","GEORGE ST","201212197","20/07/2012","Fri","2155","CAR1 NBD on SEYMOUR ST lost control; went off road to left, CAR1 hit Kerb, Tree","CAR1 lost control, medical illness (not sudden eg flu)","Dry","Dark","Fine","X Type Junction","Give Way Sign","0","1","0","1679637","5403695",
"SEYMOUR ST","","I","GEORGE ST","2812662","05/08/2008","Tue","1650","CAR2 turning right hit by oncoming MOTOR CYCLE1 SBD on SEYMOUR ST ","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","X Type Junction","Give Way Sign","0","1","0","1679637","5403695",
"SH6 THRU","","I","WHAKATU DRIVE","201212780","13/09/2012","Thu","1620","TRUCK1 and CYCLIST2 (Age 65)both SBD on SH6 THRU and turning; collided","TRUCK1 long vehicle tracked outside lane, misjudged speed, etc of vehicle coming from behind or alongside  CYCLIST2 overtaking on left","Dry","Overcast","Fine","Roundabout","Give Way Sign","0","1","0","1620043","5427844",
"SHARLANDS ROAD","2000","N","MAITAI VALLEY ROAD","2911531","08/02/2009","Sun","1100","MOTOR CYCLE1 NBD on SHARLANDS ROAD and/or CYCLIST2 (Age 43)cut corner/swung wide and collided head on","MOTOR CYCLE1 swung wide on bend  CYCLIST2 cutting corner on bend","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1628476","5431984",
"SNODGRASS ROAD","1330","N","SH 67","201223432","23/11/2012","Fri","2350","MOTOR CYCLE1 NBD on SNODGRASS ROAD lost control turning right, MOTOR CYCLE1 hit Fence on right hand bend ","MOTOR CYCLE1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","1","1","1486268","5377410",
"SONGER ST","30","W","BLACK ST","201013333","03/12/2010","Fri","1830","MOTOR CYCLE1 WBD on SONGER ST hit PEDESTRIAN crossing road from right side","MOTOR CYCLE1 too fast on straight, misjudged intentions of another party","Dry","Bright Sun","Fine","Unknown","Nil","0","1","1","1619235","5426645",
"SONGER ST","","I","MARLOWE ST","201112802","13/10/2011","Thu","1219","CAR1 NBD on MARLOWE ST missed inters or end of road, CAR1 hit Fence, House Or Bldg, Other","CAR1 lost control, illness with no warning (eg heart attack)","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","0","1619201","5426668",
"SONGER ST","","I","MARLOWE ST","201211612","26/04/2012","Thu","1630","MOPED1 NBD on SONGER ST hit CAR2 turning right onto SONGER ST from the left","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","0","1619201","5426668",
"ST VINCENT ST","40","S","GLOUCESTER ST","201013340","18/11/2010","Thu","1815","SUV1 EBD on ST VINCENT ST hit rear end of CYCLIST2 (Age 33)stopped/moving slowly","SUV1 too fast on straight, following too closely","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1623096","5430762",
"ST VINCENT ST","100","N","NORTHESK ST","2811719","29/03/2008","Sat","1115","MOPED1 WBD on ST VINCENT ST hit VEHB manoeuvring, MOPED1 hit Kerb","MOPED1 lost control under heavy acceleration, new driver showed inexperience  ENV: entering or leaving other commercial","Dry","Overcast","Fine","Driveway","Nil","0","1","0","1622737","5430247",
"STOCK ROAD","500","E","KERR HILL ROAD","201010027","14/03/2010","Sun","1302","MOTOR CYCLE1 EBD on STOCK ROAD hit rear end of MOTOR CYCLE2 stopped/moving slowly","MOTOR CYCLE1 alcohol not suspected, tested and -ve (MoT use only), failed to notice car slowing, fatigue due to long trip  MOTOR CYCLE2 sudden action","Dry","Bright Sun","Fine","Unknown","Nil","1","0","1","1590896","5400931",
"SUFFOLK ROAD","20","S","CLAIRMONT HEIGHTS","201212408","14/08/2012","Tue","1630","CAR1 SBD on SUFFOLK ROAD hit rear of CAR2 turning right from centre line","CAR1 failed to notice car slowing, impared ability due to old age  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1618662","5424874",
"SWAMP ROAD","50","S","FACTORY ROAD","201211496","29/03/2012","Thu","2117","CAR1 NBD on SWAMP ROAD lost control while overtaking, CAR1 hit Ditch","CAR1 lost control under heavy acceleration, new driver showed inexperience  ENV: road slippery (loose material on seal), road surface unusually narrow","Dry","Dark","Fine","Unknown","Nil","0","1","0","1598480","5452798",
"TASMAN ST","","I","GROVE ST","2813339","25/10/2008","Sat","1656","CAR2 turning right hit by oncoming MOTOR CYCLE1 NBD on TASMAN ST ","CAR2 failed to give way when turning to non-turning traffic","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","1","1","1624438","5431313",
"TASMAN ST","80","S","MANUKA ST","201011078","02/02/2010","Tue","1800","CAR1 NBD on TASMAN ST lost control but did not leave the road, CAR1 hit Fence, Parked Vehicle","CAR1 alcohol test above limit or test refused, lost control","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1624411","5430228",
"TAYLOR PASS ROAD","2920","N","AWATERE VALLEY ROAD","2912343","19/06/2009","Fri","2230","CAR1 EBD on TAYLOR PASS ROAD lost control turning left, CAR1 went Over Bank, Fence, Water/River","CAR1 lost control on unsealed road","Dry","Dark","Fine","Unknown","Nil","0","1","0","1680813","5388635",
"TAYLORVILLE BLACKBALL ROA","4040","N","TAYLORVILLE ROAD","2820021","02/03/2008","Sun","1900","SUV1 NBD on TAYLORVILLE BLACKBALL ROA lost control turning left, SUV1 hit Water/River","SUV1 alcohol suspected, drugs suspected, lost control when turning","Wet","Twilight","Light Rain","Unknown","N/A","1","0","0","1467094","5302730",
"TAYLORVILLE BLACKBALL ROA","2200","N","WOOLLEY CRK BR","2822606","07/05/2008","Wed","0430","CAR1 SBD on TAYLORVILLE BLACKBALL ROA lost control turning right, CAR1 went Over Bank, Guard Rail, Water/River on right hand bend ","CAR1 alcohol test below limit, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","1","0","1467290","5303358",
"TAYLORVILLE ROAD","2130","E","SH 6","201020037","12/07/2010","Mon","0600","VAN1 EBD on TAYLORVILLE ROAD lost control turning left, VAN1 went Over Bank","VAN1 alcohol not suspected, tested and -ve (MoT use only), too fast entering corner, lost control due to road conditions, overseas/migrant driver failed to adjust to NZ road rules and road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Dark","Fine","Unknown","N/A","1","1","0","1457057","5299216",
"TAYLORVILLE ROAD","360","N","SH 7","2923210","18/11/2009","Wed","0915","MOTOR CYCLE1 EBD on TAYLORVILLE ROAD lost control turning right on right hand bend ","MOTOR CYCLE1 too fast entering corner, suddenly swerved to avoid vehicle, vehicle caught fire","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1464527","5300606",
"TAYLORVILLE ROAD","250","S","TAYLORVILLE BLACKBALL ROA","2923652","01/10/2009","Thu","1730","CAR1 NBD on TAYLORVILLE ROAD overtaking hit CAR2 head on, CAR2 hit Fence","CAR1 misjudged speed or distance of oncoming traffic, new driver showed inexperience","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1463940","5300672",
"THE RIDGEWAY","100","N","BAIGENT ROAD","2913781","26/06/2009","Fri","2310","CAR1 SBD on THE RIDGEWAY lost control turning right, CAR1 hit Fence, Kerb on right hand bend ","CAR1 alcohol test above limit or test refused, too fast for conditions","Dry","Dark","Fine","Unknown","Nil","0","1","4","1621258","5427239",
"THE RIDGEWAY","","I","WAIMEA ROAD","201213174","30/12/2012","Sun","1240","MOPED1 WBD on WAIMEA ROAD hit CAR2 turning right onto WAIMEA ROAD from the left","MOPED1 cyclist or m/cyclist wearing dark clothing  CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","0","1621452","5427468",
